"objectid","stationid","sampledate","trawlnumber","samplingorganization","debristype","debriscount","estimatecategory","comments","gdb_geomattr_data","shape","created_user","created_date","last_edited_user","last_edited_date","globalid"
2355,"B18-10911","2018-08-28 00:00:00",1,"City of Los Angeles Environmental Monitoring Division","Kelp Stipe/Blade","4.00000000","Not Recorded","4 beat up blades of Macrocystis",NULL,NULL,"checker","2018-11-29 15:43:38","checker","2018-11-29 15:43:38","{8EB68049-CCE9-47E0-B179-19F96A11C375}"
2356,"B18-10911","2018-08-28 00:00:00",1,"City of Los Angeles Environmental Monitoring Division","Other Marine (comment req.)","-88.00000000","Moderate","large worm tubes and large shell hash",NULL,NULL,"checker","2018-11-29 15:43:38","checker","2018-11-29 15:43:38","{6950A8BD-9F26-427E-8383-1566138494A1}"
2357,"B18-10968","2018-09-05 00:00:00",1,"City of Los Angeles Environmental Monitoring Division","Kelp Stipe/Blade","1.00000000","Not Recorded","1 blade of Macrocystis",NULL,NULL,"checker","2018-11-29 15:43:38","checker","2018-11-29 15:43:38","{3B14E907-FCE1-462D-9AFE-27C410E93979}"
2358,"B18-10968","2018-09-05 00:00:00",1,"City of Los Angeles Environmental Monitoring Division","Seagrass","5.00000000","Not Recorded","5 strands",NULL,NULL,"checker","2018-11-29 15:43:38","checker","2018-11-29 15:43:38","{3AE137D8-0778-4709-BB6B-6F0EEF04AF2A}"
2359,"B18-10968","2018-09-05 00:00:00",1,"City of Los Angeles Environmental Monitoring Division","Stick/Branch/Driftwood","1.00000000","Not Recorded","1 stick",NULL,NULL,"checker","2018-11-29 15:43:38","checker","2018-11-29 15:43:38","{17983014-7A17-41D3-9567-972551D09D8A}"
2360,"B18-10207","2018-08-08 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Beer Bottle","1.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{08F196A2-1B7E-470F-BA38-D02022039780}"
2361,"B18-10207","2018-08-08 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Kelp Stipe/Blade","10.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{67DD9514-C52A-4C14-896C-CCCA0CB96B13}"
2362,"B18-10211","2018-08-27 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Foliose Algae - not kelp","5.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{AB01B4C5-7FDB-4339-94A3-5935A6EFB50D}"
2363,"B18-10211","2018-08-27 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Stick/Branch/Driftwood","1.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{CC4A2191-74BD-457C-AA71-47352BB147D6}"
2364,"B18-10212","2018-08-27 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Foliose Algae - not kelp","8.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{B2FB9B31-D76F-4AEA-93C2-20B8B1D4C57D}"
2365,"B18-10215","2018-08-27 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Foliose Algae - not kelp","-88.00000000","High","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{1FE50F92-A3B4-4FCC-A655-0151074827B8}"
2366,"B18-10215","2018-08-27 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Kelp Stipe/Blade","5.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{43C2E91A-3153-4544-9524-FCC6F7C14316}"
2367,"B18-10215","2018-08-27 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Seagrass","5.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{A752A84A-07B6-462C-8C16-7C125EA2CAA1}"
2368,"B18-10221","2018-08-27 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Plastic Piece (unid.)","1.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{65B4BB96-07BF-491C-A2D6-E1DA9825F03F}"
2369,"B18-10221","2018-08-27 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Kelp Holdfast","1.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{7798897D-4F9F-485B-B525-6C13C737B32C}"
2370,"B18-10221","2018-08-27 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Kelp Stipe/Blade","-88.00000000","High","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{EA6EC1F1-2D9B-4E10-B1EE-EA0914DA488A}"
2371,"B18-10221","2018-08-27 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Stick/Branch/Driftwood","4.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{73D107C1-70AF-4C25-9388-379ABFE9C5AA}"
2372,"B18-10214","2018-08-27 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Foliose Algae - not kelp","2.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{58879B85-23A8-4493-977E-9CAB59E435CB}"
2373,"B18-10214","2018-08-27 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Other Foliose Algae","-88.00000000","Moderate","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{B53C8D26-EAA9-4ABE-B180-58F06A1E9AC1}"
2375,"B18-10213","2018-09-03 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","None","0.00000000","Not Recorded","No debris present in sample",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{900AB67B-B2FF-49E3-8090-D3E9AE6DAB53}"
2376,"B18-10249","2018-09-03 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","None","0.00000000","Not Recorded","No debris present in sample",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{A2F11A7F-CC74-4325-AA14-D6456853D5F7}"
2377,"B18-10210","2018-09-03 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","None","0.00000000","Not Recorded","No debris present in sample",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{5C8C720F-8BAA-410B-BBC4-F4E832A03BD3}"
2378,"B18-10300","2018-09-04 00:00:00",6,"Aquatic Bioassay and Consulting Laboratories","None","0.00000000","Not Recorded","No debris present in sample",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{9154535D-C747-4232-9A58-77C1AA4DB807}"
2379,"B18-10848","2018-09-05 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Stick/Branch/Driftwood","1.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{D82B1563-D406-4E10-8A63-F7FB0332CE93}"
2380,"B18-10299","2018-09-05 00:00:00",3,"Aquatic Bioassay and Consulting Laboratories","None","0.00000000","Not Recorded","No debris present in sample",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{8621F04E-6773-4FC1-8AF6-8275433B7C1C}"
2381,"B18-10295","2018-09-05 00:00:00",2,"Aquatic Bioassay and Consulting Laboratories","None","0.00000000","Not Recorded","No debris present in sample",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{65907E3A-96EC-4961-8F40-5C51722BE4F8}"
2382,"B18-10953","2018-09-07 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","None","0.00000000","Not Recorded","No debris present in sample",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{4BD546B2-48C5-4313-BBF5-88FE30041A94}"
2383,"B18-10205","2018-09-11 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Foliose Algae - not kelp","-88.00000000","Moderate","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{9498CD2B-8417-4BD3-97E6-25C8110AC15C}"
2384,"B18-10205","2018-09-11 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Kelp Stipe/Blade","-88.00000000","Moderate","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{DE070F27-CC82-4988-B7C0-86A6C49F3B58}"
2385,"B18-10205","2018-09-11 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Other Marine (comment req.)","-88.00000000","High","Bryozoan",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{380982BC-1F0E-4075-B4B4-3E06BDFE619C}"
2386,"B18-10243","2018-09-11 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Kelp Stipe/Blade","-88.00000000","Moderate","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{0670C2D1-F1FB-4968-BCDF-0F817F49D8B6}"
2387,"B18-10243","2018-09-11 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Fishing Gear","1.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{515B7370-6903-445D-B623-627421C31027}"
2388,"B18-10244","2018-09-11 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","None","0.00000000","Not Recorded","No debris present in sample",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{33D2F725-CD51-4D8A-B09B-0BAFE3E36535}"
2389,"B18-10245","2018-09-11 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","None","0.00000000","Not Recorded","No debris present in sample",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{3FD7A4A7-DA89-4490-AB65-04CC2814F25B}"
2390,"B18-10842","2018-09-14 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Kelp Stipe/Blade","1.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{E5EA7FB3-3C0C-4E6C-A748-1B8B2C80BF6A}"
2391,"B18-10842","2018-09-14 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Other Foliose Algae","1.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{58641132-ED14-4198-B9C5-65A1D857FCBE}"
2392,"B18-10208","2018-09-14 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Kelp Stipe/Blade","1.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{427C727D-87AF-482E-B604-B82283788CDA}"
2393,"B18-10248","2018-09-14 00:00:00",2,"Aquatic Bioassay and Consulting Laboratories","None","0.00000000","Not Recorded","No debris present in sample",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{DC9C0DC9-B0CE-422A-93C6-CB6C1EC72B5F}"
2394,"B18-10247","2018-09-14 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Foliose Algae - not kelp","-88.00000000","Moderate","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{439CDCCA-4BC5-4842-88B1-644C29EF2706}"
2395,"B18-10246","2018-09-14 00:00:00",1,"Aquatic Bioassay and Consulting Laboratories","Kelp Stipe/Blade","-88.00000000","Moderate","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{8C33CE3D-0130-4694-B531-0114F72B733B}"
2396,"B18-10224","2018-08-16 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","-88.00000000","Moderate","Macrocystis, Egregia, Laminaria, reds",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{D7C51646-6B70-45B6-95E3-62927F984C87}"
2397,"B18-10224","2018-08-16 00:00:00",1,"Los Angeles County Sanitation Districts","Seagrass","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{13A965FB-A084-44BA-8DAE-B996C3169D9B}"
2398,"B18-10283","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Food Bag/Wrapper","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{DBB2E047-2236-4CF6-9A5E-8998F5D41F09}"
2399,"B18-10283","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","1.00000000","Not Recorded","Macrocystis",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{7D84051D-09A8-4715-9691-AB1AA748B482}"
2400,"B18-10283","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Seagrass","2.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{F994C81C-CAC4-42E3-A39A-7C186F9B20EC}"
2401,"B18-10284","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","6.00000000","Not Recorded","Macrocystis",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{1F250A27-CCE0-4C23-B2E6-3C192FEF9A28}"
2402,"B18-10284","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Seagrass","5.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{8463434E-2855-424A-AFAD-625E48814A66}"
2403,"B18-10286","2018-07-17 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Holdfast","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{A5538D72-34C8-44A5-AECF-BEDCBE580543}"
2404,"B18-10286","2018-07-17 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{BB4890E2-9DC2-4D8C-AF8E-EAB610341DB4}"
2405,"B18-10286","2018-07-17 00:00:00",1,"Los Angeles County Sanitation Districts","Other Plastic (comment req.)","1.00000000","Not Recorded","zip tie",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{87A927BA-71BA-4020-891E-FC4876018A31}"
2406,"B18-10286","2018-07-17 00:00:00",1,"Los Angeles County Sanitation Districts","Plastic Piece (unid.)","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{491B14E5-DC40-414C-8D5C-02DC8F1F9117}"
2407,"B18-10290","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","3.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{C7B7D139-7131-48FA-8E55-43C355CCF49E}"
2408,"B18-10290","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Leaves/Seed Pod","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{E70883C4-48F4-4015-9012-F0DF3082F5F7}"
2409,"B18-10291","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","2.00000000","Not Recorded","Macrocystis",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{39C631AA-F789-4445-9DE6-0933B3FDD09B}"
2410,"B18-10291","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Seagrass","5.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{06535F4D-486F-4198-8152-78B1D36EA80D}"
2411,"B18-10292","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","None","0.00000000","Not Recorded","No debris present",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{35D9B62C-625B-413F-817A-71F47741907C}"
2412,"B18-10294","2018-07-20 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","1.00000000","Not Recorded","Macrocystis",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{94EFC8DC-5E2A-44DE-BBEB-904F59385B8E}"
2413,"B18-10294","2018-07-20 00:00:00",1,"Los Angeles County Sanitation Districts","Other Plastic (comment req.)","1.00000000","Not Recorded","plastic sheet",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{1211B973-6B2A-41AC-A323-A11A643196F8}"
2414,"B18-10294","2018-07-20 00:00:00",1,"Los Angeles County Sanitation Districts","Rock","3.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{205FD47E-8849-4C03-B5EB-518E24AC1C36}"
2415,"B18-10296","2018-07-20 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{BCD5A828-FE5A-44A2-BC75-BCE0A552D8C4}"
2416,"B18-10296","2018-07-20 00:00:00",1,"Los Angeles County Sanitation Districts","Stick/Branch/Driftwood","2.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{B0AD4238-F69E-4B2C-8A8C-BAAE38D5E3F4}"
2417,"B18-10297","2018-07-20 00:00:00",1,"Los Angeles County Sanitation Districts","Fishing Gear","1.00000000","Not Recorded","hook",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{AA8C1CA9-E5EF-4B62-A407-420A581BCE09}"
2418,"B18-10297","2018-07-20 00:00:00",1,"Los Angeles County Sanitation Districts","Fishing Line/Net","1.00000000","Not Recorded","monofilament",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{C81140BF-AE7B-4A39-87A4-E73E7ACA3325}"
2419,"B18-10297","2018-07-20 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","6.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{574ECD3C-3E19-4EA2-9FE0-AB77FA7980C3}"
2420,"B18-10297","2018-07-20 00:00:00",1,"Los Angeles County Sanitation Districts","Rock","3.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{8AC08239-3B6D-4142-9159-808B24B2AF7A}"
2421,"B18-10297","2018-07-20 00:00:00",1,"Los Angeles County Sanitation Districts","Seagrass","5.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{FF7DB53E-9553-4FB4-B38A-2C2E04ABF18D}"
2422,"B18-10297","2018-07-20 00:00:00",1,"Los Angeles County Sanitation Districts","Stick/Branch/Driftwood","3.00000000","Not Recorded","stick",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{6B73C6A6-E037-47F0-9067-7CB3192B2D19}"
2423,"B18-10307","2018-08-17 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","1.00000000","Not Recorded","Cystoseira",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{A7E2563D-3535-4068-BF1D-96C3C7875133}"
2424,"B18-10310","2018-08-16 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","1.00000000","Not Recorded","Macrocystis",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{FA17D8DA-4EC0-4BDD-A747-903F72BC581A}"
2425,"B18-10310","2018-08-16 00:00:00",1,"Los Angeles County Sanitation Districts","Rock","2.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{9FAD56D4-E147-4CA1-A3D2-642B5AB45D54}"
2426,"B18-10325","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Food Bag/Wrapper","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{CA362F18-F5FA-441D-8285-5CB342B3CCE0}"
2427,"B18-10325","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Stick/Branch/Driftwood","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{6023B442-6AF0-42CC-8247-F61CFA5470C5}"
2428,"B18-10328","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{8A9EDD7F-98D2-4CD9-97F7-8D98AA5A780A}"
2429,"B18-10328","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Other Misc. (comment req.)","1.00000000","Not Recorded","String",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{7C2C4CE5-1D2F-42DE-B5A9-FA70FD6A3687}"
2430,"B18-10328","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Seagrass","3.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{1307A0E4-A27A-4C99-88D3-43614C4DDD78}"
2431,"B18-10332","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Other Marine (comment req.)","10.00000000","Not Recorded","Tar balls",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{C394C775-733D-4F6D-AD1C-D6E2A3DEF5A9}"
2432,"B18-10332","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Seagrass","-88.00000000","Moderate","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{D94CF816-E4FF-4828-A035-753EAC0F0141}"
2433,"B18-10332","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Stick/Branch/Driftwood","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{76B31394-20C0-40F5-A253-D398FC527148}"
2434,"B18-10333","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Holdfast","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{862D4A6F-55AA-43CA-A750-D8E790AE5E43}"
2435,"B18-10333","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","3.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{F26381A2-5824-452C-BBF1-7E2D3AC8B367}"
2436,"B18-10333","2018-07-18 00:00:00",1,"Los Angeles County Sanitation Districts","Stick/Branch/Driftwood","2.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{22BCBBC5-86A2-455F-8AA5-0EE8E8CEDA4B}"
2437,"B18-10338","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Cap/Lid","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{7CA37372-CF2E-444D-9A9D-150D05272FC1}"
2438,"B18-10338","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Clothing","1.00000000","Not Recorded","shirt sleeve",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{F448840A-A60F-4EB3-B697-82D1E2D14E85}"
2439,"B18-10338","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Holdfast","1.00000000","Not Recorded","Macrocystis",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{BF557123-A1CB-40B6-98C5-DC0886BEFBCD}"
2440,"B18-10338","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Other Plastic (comment req.)","1.00000000","Not Recorded","plastic label",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{057351B3-2748-4AA8-992C-7966B1BD2606}"
2441,"B18-10338","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Plastic Piece (unid.)","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{48A7F909-5ED2-4D3B-9953-F9D5203CDA93}"
2442,"B18-10338","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Rag/Cloth","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{8DB9D5D7-62EE-44DB-95B5-987ABBC6C263}"
2443,"B18-10339","2018-07-16 00:00:00",1,"Los Angeles County Sanitation Districts","Rock","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{CAC09297-FB6B-49F4-810A-311B9CBEA856}"
2444,"B18-10339","2018-07-16 00:00:00",1,"Los Angeles County Sanitation Districts","Stick/Branch/Driftwood","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{80B78183-92D5-482A-90F3-EF1256AFDB16}"
2445,"B18-10340","2018-07-16 00:00:00",1,"Los Angeles County Sanitation Districts","None","0.00000000","Not Recorded","No debris present",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{7312AC5C-06EC-4637-8802-F4B05888300F}"
