"objectid","stationid","sampledate","trawlnumber","samplingorganization","debristype","debriscount","estimatecategory","comments","gdb_geomattr_data","shape","created_user","created_date","last_edited_user","last_edited_date","globalid"
2446,"B18-10342","2018-09-04 00:00:00",3,"Los Angeles County Sanitation Districts","Gorgonian Sea Fan (dead)","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{B2A1DEEA-CB2F-4DBB-8034-6A1C49AB8E5B}"
2447,"B18-10342","2018-09-04 00:00:00",3,"Los Angeles County Sanitation Districts","Seagrass","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{EA604550-974C-428B-BBA9-132BB81CDD5A}"
2448,"B18-10343","2018-08-16 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Holdfast","1.00000000","Not Recorded","Macrocystis",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{C82529A6-E069-494B-8423-F5137D4DFDDD}"
2449,"B18-10343","2018-08-16 00:00:00",1,"Los Angeles County Sanitation Districts","Other Misc. (comment req.)","1.00000000","Not Recorded","rope",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{4E74DEA0-FFD9-4A12-8502-2EE25C28AB81}"
2450,"B18-10343","2018-08-16 00:00:00",1,"Los Angeles County Sanitation Districts","Rock","9.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{5161B92B-AB3E-4EA0-91CA-ED4FA7809C1C}"
2451,"B18-10949","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Food Bag/Wrapper","2.00000000","Not Recorded","potato bag, clear wrapper",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{3C1B3785-2D3C-475A-9FE2-82C963D21BC4}"
2452,"B18-10949","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Leaves/Seed Pod","3.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{466FCA93-101C-4DFD-AA05-7D0621DA423B}"
2453,"B18-10949","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Other Plastic (comment req.)","1.00000000","Not Recorded","hagfish trap bucket",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{C7684E4E-C16C-4144-B694-175158A296C7}"
2454,"B18-10949","2018-07-19 00:00:00",1,"Los Angeles County Sanitation Districts","Seagrass","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{29D68986-D4F2-4B51-B8AB-2C3BE63D024E}"
2455,"B18-11000","2018-07-17 00:00:00",1,"Los Angeles County Sanitation Districts","Food Bag/Wrapper","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{5010F780-532E-4469-BE6C-0C1533793D0A}"
2456,"B18-11000","2018-07-17 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Holdfast","1.00000000","Not Recorded","Macrocystis",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{C3DDF44E-2EEC-495A-A7E0-97292E22783E}"
2457,"B18-11000","2018-07-17 00:00:00",1,"Los Angeles County Sanitation Districts","Kelp Stipe/Blade","3.00000000","Not Recorded","Macrocystis",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{19F79047-0CF9-4478-85D8-AA7E16B37FD8}"
2458,"B18-11000","2018-07-17 00:00:00",1,"Los Angeles County Sanitation Districts","Seagrass","2.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{907327BE-6021-4887-81AE-AF2FD0276CE9}"
2459,"B18-11000","2018-07-17 00:00:00",1,"Los Angeles County Sanitation Districts","Stick/Branch/Driftwood","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-14 08:23:57","checker","2019-05-14 08:23:57","{1FFC302B-F6F3-42FB-8C4D-79E101F7BA91}"
2460,"B18-10321","2018-07-31 00:00:00",1,"Marine Biological Consulting","None","0.00000000","Not Recorded","None",NULL,NULL,"checker","2019-05-20 13:40:15","checker","2019-05-20 13:40:15","{BA7339A5-E835-4C51-8299-D064F8B384E8}"
2461,"B18-10322","2018-08-01 00:00:00",1,"Marine Biological Consulting","Foliose Algae - not kelp","3.00000000","Not Recorded","",NULL,NULL,"checker","2019-05-20 13:40:15","checker","2019-05-20 13:40:15","{7F444937-59E0-48D5-B575-D7733A0E0DF3}"
2462,"B18-10242","2018-08-02 00:00:00",1,"Marine Biological Consulting","Kelp Stipe/Blade","3.00000000","Not Recorded","Partial blades",NULL,NULL,"checker","2019-05-20 13:40:15","checker","2019-05-20 13:40:15","{80459869-7934-4AFB-8C8B-5FC53FE3ADBD}"
2463,"B18-10241","2018-08-02 00:00:00",1,"Marine Biological Consulting","None","0.00000000","Not Recorded","None",NULL,NULL,"checker","2019-05-20 13:40:15","checker","2019-05-20 13:40:15","{28F5F380-D55C-454B-902D-BE0A3ACAFDBA}"
2464,"B18-10279","2018-08-02 00:00:00",2,"Marine Biological Consulting","None","0.00000000","Not Recorded","abundance of red crab, abandoned station",NULL,NULL,"checker","2019-05-20 13:40:15","checker","2019-05-20 13:40:15","{0F952488-C9DD-4396-A8E2-5BA7C50864EC}"
2465,"B18-10838","2018-08-28 00:00:00",2,"Marine Biological Consulting","Kelp Stipe/Blade","0.00000000","Not Recorded","blade",NULL,NULL,"checker","2019-05-20 13:40:15","checker","2019-05-20 13:40:15","{FD586DD3-B4C2-4F85-AEDC-8F29A78CE2B5}"
2466,"B18-10334","2018-09-25 00:00:00",1,"Southern California Coastal Water Research Project","Kelp Stipe/Blade","-99.00000000","Moderate","Low estimated weight",NULL,NULL,"checker","2019-06-10 12:40:40","checker","2019-06-10 12:40:40","{A7327C6E-EBA6-4230-B7C2-C6D075A41758}"
2467,"B18-10334","2018-09-25 00:00:00",1,"Southern California Coastal Water Research Project","Seagrass","-99.00000000","Moderate","Low estimated weight; Eelgrass blades probably greater than 10 count",NULL,NULL,"checker","2019-06-10 12:40:40","checker","2019-06-10 12:40:40","{4E2F315D-E9F6-44E2-AD8D-20CB0306E4AA}"
2468,"B18-10327","2018-09-25 00:00:00",2,"Southern California Coastal Water Research Project","Kelp Stipe/Blade","-99.00000000","Moderate","Low estimated weight",NULL,NULL,"checker","2019-06-10 12:40:40","checker","2019-06-10 12:40:40","{38611924-087A-44BE-BD1A-8EB1BEA50A0C}"
2469,"B18-10327","2018-09-25 00:00:00",2,"Southern California Coastal Water Research Project","Seagrass","-99.00000000","Moderate","Low estimated weight; Eelgrass blades probably greater than 10 count",NULL,NULL,"checker","2019-06-10 12:40:40","checker","2019-06-10 12:40:40","{D33B69BD-31BC-4F9D-8ABE-684CC44DF6FC}"
2470,"B18-10327","2018-09-25 00:00:00",2,"Southern California Coastal Water Research Project","Other Terrestrial (comment req.)","1.00000000","Not Recorded","About a 5 cm section from a Coreopsis gigantea stem decomposing (island debris); Low estimated weight",NULL,NULL,"checker","2019-06-10 12:40:40","checker","2019-06-10 12:40:40","{AE0F20B5-8974-43C5-8D02-774BA6805779}"
2374,"B18-10251","2018-08-28 00:00:00",3,"Aquatic Bioassay and Consulting Laboratories","Seagrass","1.00000000","Not Recorded","",NULL,NULL,"checker","2018-12-05 11:20:20","checker","2018-12-05 11:20:20","{A53546C7-DDDA-4A75-99F6-20B1DB547D91}"
2286,"B18-10349","2018-08-07 00:00:00",2,"City of San Diego","None","0.00000000","Not Recorded","No problem with trawl",NULL,NULL,"checker","2018-11-29 11:14:07","checker","2018-11-29 11:14:07","{B4E0C6F9-2283-48AF-AE4A-87EEDE73F4D7}"
2471,"B18-10228","2018-08-14 00:00:00",2,"Orange County Sanitation Districts","None","0.00000000","Not Recorded","No debris present",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{19E4772F-9876-4330-8666-1583E5092462}"
2472,"B18-10260","2018-08-14 00:00:00",1,"Orange County Sanitation Districts","None","0.00000000","Not Recorded","No debris present",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{A5BCB76D-D536-4346-8FCE-848E9315F0AC}"
2473,"B18-10227","2018-08-14 00:00:00",1,"Orange County Sanitation Districts","None","0.00000000","Not Recorded","No debris present",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{F868DB90-DD3E-40A4-A3D5-2889DE4CEA83}"
2474,"B18-10225","2018-08-15 00:00:00",1,"Orange County Sanitation Districts","Kelp Holdfast","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{08A1F0DD-D7A3-43A6-B1A6-3504BA26B0B3}"
2475,"B18-10225","2018-08-15 00:00:00",1,"Orange County Sanitation Districts","Kelp Stipe/Blade","3.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{8D8B446B-C804-4F6C-9937-F4B782DF3A8A}"
2476,"B18-10867","2018-08-15 00:00:00",1,"Orange County Sanitation Districts","None","0.00000000","Not Recorded","No debris present",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{812A6758-CC89-4E3E-AF34-42E859F19CE6}"
2477,"B18-10313","2018-08-15 00:00:00",1,"Orange County Sanitation Districts","None","0.00000000","Not Recorded","No debris present",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{7DDF5146-E360-41BC-97A6-731986ACA307}"
2478,"B18-10258","2018-08-16 00:00:00",1,"Orange County Sanitation Districts","Kelp Stipe/Blade","4.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{D60A5FA3-925E-40C1-9223-AAEB1546D191}"
2479,"B18-10258","2018-08-16 00:00:00",1,"Orange County Sanitation Districts","Other Misc. (comment req.)","1.00000000","Not Recorded","Rope (1 feet) - Photo w/one cotton glove",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{2523D608-8388-431A-AF37-33B4E2D6BBB9}"
2480,"B18-10914","2018-08-16 00:00:00",1,"Orange County Sanitation Districts","None","0.00000000","Not Recorded","No debris present",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{DF1A5C72-783D-440A-A0DD-F47424C60549}"
2481,"B18-10262","2018-08-16 00:00:00",1,"Orange County Sanitation Districts","Kelp Stipe/Blade","2.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{E8DB516C-6415-4693-8BB9-482E8F03E66E}"
2482,"B18-10222","2018-08-20 00:00:00",1,"Orange County Sanitation Districts","Kelp Stipe/Blade","8.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{1D43E094-8014-4DDF-B192-531658585E41}"
2483,"B18-10220","2018-08-20 00:00:00",1,"Orange County Sanitation Districts","None","0.00000000","Not Recorded","No debris present",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{34AEAC98-C233-4B0D-AB72-3B7A7521E891}"
2484,"B18-10223","2018-08-20 00:00:00",1,"Orange County Sanitation Districts","Kelp Stipe/Blade","20.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{64C926E3-DCC3-43CE-9516-E3AD6E42EDA2}"
2485,"B18-10913","2018-08-21 00:00:00",1,"Orange County Sanitation Districts","Kelp Holdfast","3.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{F09A3AB2-CD65-4FB8-97F9-334C1B1BDD7F}"
2486,"B18-10913","2018-08-21 00:00:00",1,"Orange County Sanitation Districts","Kelp Stipe/Blade","24.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{E30362C0-C525-4F1B-BB73-C7A9B4B54BA4}"
2487,"B18-10226","2018-08-21 00:00:00",1,"Orange County Sanitation Districts","Plastic Piece (unid.)","1.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{5085571D-EA17-45C2-9108-0F2C23EBAA07}"
2488,"B18-10226","2018-08-21 00:00:00",1,"Orange County Sanitation Districts","Kelp Stipe/Blade","4.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{EE0CC7B4-3156-4E6C-8996-157D4C60229B}"
2489,"B18-10915","2018-08-21 00:00:00",1,"Orange County Sanitation Districts","Kelp Stipe/Blade","4.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{E579B8D0-8F8D-429F-94A0-CAB78C74BD7A}"
2490,"B18-10314","2018-08-22 00:00:00",1,"Orange County Sanitation Districts","Other Plastic (comment req.)","2.00000000","Not Recorded","1 Pipe - 6 inch diameter and 8.5 feet / 1 Broken container 48 x 20 x 18 inches (length x width x height)",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{80842EB1-DAFC-4DA3-9232-21DD91427977}"
2491,"B18-10314","2018-08-22 00:00:00",1,"Orange County Sanitation Districts","Kelp Stipe/Blade","3.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{BA31474A-BED9-4953-B9B3-0A0628C77FA8}"
2492,"B18-10973","2018-08-22 00:00:00",1,"Orange County Sanitation Districts","None","0.00000000","Not Recorded","No debris present",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{4BAD5926-A975-493C-A7E9-1A382C92AFE6}"
2493,"B18-10346","2018-09-25 00:00:00",1,"Orange County Sanitation Districts","Other Plastic (comment req.)","1.00000000","Not Recorded","Plastic container",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{C3F63081-CF1A-4349-8CDD-4EF4A4CC9CEF}"
2494,"B18-10346","2018-09-25 00:00:00",1,"Orange County Sanitation Districts","Lumber","2.00000000","Not Recorded","Wood pieces",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{7AF41624-6ADE-4F11-8878-49F30BF7DACE}"
2496,"B18-10345","2018-09-26 00:00:00",1,"Orange County Sanitation Districts","None","0.00000000","Not Recorded","No debris present",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{75A9BCDE-871B-4F4F-9338-439E301D6C1D}"
2497,"B18-10862","2018-09-26 00:00:00",1,"Orange County Sanitation Districts","Kelp Holdfast","7.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{28BAD94B-DDDE-4BDD-B220-82519F16E915}"
2498,"B18-10862","2018-09-26 00:00:00",1,"Orange County Sanitation Districts","Kelp Stipe/Blade","31.00000000","Not Recorded","",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{BEA5F245-C0E1-4453-9AD7-F049F35D661C}"
2499,"B18-10862","2018-09-26 00:00:00",1,"Orange County Sanitation Districts","Other Misc. (comment req.)","1.00000000","Not Recorded","Excess ball fishing line",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{174066F4-1FA1-4250-8054-A06069897427}"
2495,"B18-10344","2018-09-25 00:00:00",2,"Orange County Sanitation Districts","Other Misc. (comment req.)","0.00000000","Not Recorded","No debris present",NULL,NULL,"checker","2019-10-07 09:25:44","checker","2019-10-07 09:25:44","{ED0B4FBD-2423-46F0-8153-E4A41F809499}"
2500,"B18-10068","2018-07-10 00:00:00",2,"AMEC, Foster, & Wheeler / WOOD","Bottle","1.00000000","Not Recorded","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{3A7FB38F-A59F-47AC-9EB1-28861C08684A}"
2501,"B18-10068","2018-07-10 00:00:00",2,"AMEC, Foster, & Wheeler / WOOD","Kelp Holdfast","4.00000000","Not Recorded","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{4F8174AE-BE32-4402-B818-F72F1470544E}"
2502,"B18-10068","2018-07-10 00:00:00",2,"AMEC, Foster, & Wheeler / WOOD","Foliose Algae - not kelp","6.00000000","Not Recorded","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{EE07DD94-A685-41C3-B668-4A516FB19ABE}"
2503,"B18-10068","2018-07-10 00:00:00",2,"AMEC, Foster, & Wheeler / WOOD","Seagrass","5.00000000","Not Recorded","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{330F6DF1-41C0-4378-98EA-A6EB5BFA3A4A}"
2504,"B18-10071","2018-07-11 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Foliose Algae - not kelp","-88.00000000","Moderate","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{0117DDA7-9B1F-4BD1-86B4-22F566BCB399}"
2505,"B18-10071","2018-07-11 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Kelp Holdfast","3.00000000","Not Recorded","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{CA208A0C-E07D-43B8-A82A-A4C324DD0D25}"
2506,"B18-10071","2018-07-11 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Kelp Stipe/Blade","-88.00000000","Moderate","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{F4E9CC90-0937-418F-AA83-84504038E90B}"
2507,"B18-10016","2018-07-13 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Foliose Algae - not kelp","-88.00000000","Moderate","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{58731638-F099-4059-8295-1CE673280C67}"
2508,"B18-10016","2018-07-13 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Seagrass","-88.00000000","Moderate","lots of epiphytes",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{12D7F71A-0F59-48F8-9B2D-491B643225BC}"
2509,"B18-10016","2018-07-13 00:00:00",2,"AMEC, Foster, & Wheeler / WOOD","None","0.00000000","Not Recorded","no debris present in sample",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{A53AF396-D3E4-4E96-B90A-7CEB32885344}"
2510,"B18-10017","2018-07-13 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Foliose Algae - not kelp","-88.00000000","Moderate","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{604A5E6E-A307-477E-B3AF-9997E1BE5386}"
2511,"B18-10017","2018-07-13 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Kelp Stipe/Blade","6.00000000","Not Recorded","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{F8471CCB-2B0B-41A3-95DC-8F4665E18AC4}"
2512,"B18-10017","2018-07-13 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Seagrass","-88.00000000","Moderate","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{2CE733CE-ED99-4D21-89E6-B72AA40AB09C}"
2513,"B18-10019","2018-07-13 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Foliose Algae - not kelp","-88.00000000","Moderate","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{51CC677B-D6C7-4FEB-A4AD-32098FBBCDBB}"
2514,"B18-10019","2018-07-13 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Kelp Stipe/Blade","1.00000000","Not Recorded","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{A2018A90-99D6-40E2-BD68-0C6172BCFCC2}"
2515,"B18-10019","2018-07-13 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Seagrass","-88.00000000","Moderate","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{89633D5F-2A5C-4ACD-897B-D69837A454D9}"
2516,"B18-10022","2018-07-23 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Kelp Stipe/Blade","2.00000000","Not Recorded","blade",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{A4DD693E-B419-4071-802C-D1F1E8CDB471}"
2517,"B18-10022","2018-07-23 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Seagrass","2.00000000","Not Recorded","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{31F0D05A-4C1A-4855-95FE-EDCCA341A548}"
2518,"B18-10023","2018-07-23 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","None","0.00000000","Not Recorded","no debris present in sample",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{1E0E85D2-27A5-43A7-9115-99B9E14D2B13}"
2519,"B18-10024","2018-07-23 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","None","0.00000000","Not Recorded","no debris present in sample",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{3DFA6C89-1594-4EAA-93CC-76360D1B7D2B}"
2520,"B18-10030","2018-07-23 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Kelp Holdfast","1.00000000","Not Recorded","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{2803FC4E-A840-4579-948E-3336DA5D4818}"
2521,"B18-10030","2018-07-23 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Kelp Stipe/Blade","-88.00000000","Moderate","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{58B4A16C-497F-46DB-8C8C-1258A68F83CE}"
2522,"B18-10030","2018-07-23 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Foliose Algae - not kelp","1.00000000","Not Recorded","red algae",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{92801D3A-BF12-4214-9FE5-49794390909A}"
2523,"B18-10030","2018-07-23 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Seagrass","12.00000000","Not Recorded","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{4432068C-B01C-48FC-A77A-544E09D71C9A}"
2524,"B18-10030","2018-07-23 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Other Marine (comment req.)","12.00000000","Not Recorded","empty tubes; some shell hash",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{5738D317-4986-4AE7-AC73-61AE03F14847}"
2525,"B18-10030","2018-07-23 00:00:00",2,"AMEC, Foster, & Wheeler / WOOD","Kelp Stipe/Blade","-88.00000000","Moderate","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{234ED3D3-6A3C-4F12-B524-5FBDFA7A5852}"
2526,"B18-10034","2018-07-24 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","None","0.00000000","Not Recorded","no debris present in sample",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{B12C69F9-B293-411E-8642-CC0934155056}"
2527,"B18-10036","2018-07-24 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Foliose Algae - not kelp","-88.00000000","Moderate","red algae",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{622429CC-5FF8-4D15-9C3C-D217B52A6967}"
2528,"B18-10037","2018-07-24 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Foliose Algae - not kelp","-88.00000000","High","red algae",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{55D26007-6541-456B-83F0-74B605C40D67}"
2529,"B18-10037","2018-07-24 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Seagrass","-88.00000000","High","eelgrass",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{E7353346-2E11-4A49-8C2C-600256C968AB}"
2530,"B18-10039","2018-07-24 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Foliose Algae - not kelp","-88.00000000","High","red algae with epiphytic bryozoans",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{9BC8B201-0AD6-4B8D-87DF-43CBA34F338A}"
2531,"B18-10039","2018-07-24 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Seagrass","-88.00000000","Moderate","eelgrass",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{8466D0B1-762B-4AC2-975A-C3AD232C58BE}"
2532,"B18-10039","2018-07-24 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Other Marine (comment req.)","4.00000000","Not Recorded","empty Musculista",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{F40ABEFD-E02A-4AA7-89CD-73AC1CA637A0}"
2533,"B18-10038","2018-07-25 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Foliose Algae - not kelp","-88.00000000","Moderate","red algae",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{0C085281-324C-4389-A607-36C8338E8627}"
2534,"B18-10038","2018-07-25 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Seagrass","-88.00000000","Moderate","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{97452478-6EAD-4077-BB92-239638593743}"
2535,"B18-10042","2018-07-25 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Foliose Algae - not kelp","-88.00000000","High","",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{6188C492-D308-4C79-8E52-4240DFC86677}"
2536,"B18-10042","2018-07-25 00:00:00",1,"AMEC, Foster, & Wheeler / WOOD","Seagrass","-88.00000000","High","lots of epiphytes on eelgrass",NULL,NULL,"checker","2020-01-14 12:07:01","checker","2020-01-14 12:07:01","{0D8AEE7B-380E-41B2-A015-48D86E7F1CCE}"
