objectid,stationid,sampledate,latitude,longitude,watershed,river_sitedescription,debriscategory,debrisitem,resulttotal
17,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Plastic Bottles,1
22,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Wrapper/Wrapper Pieces,7
18,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Plastic Pipe,1
13,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Container Cap/Pieces,2
11,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Bag Pieces,3
20,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Single Use Container,2
21,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Straw/Stirrer,2
19,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Plastic Straw Wrapper,1
12,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Cigarette Butts,2
9,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Bag - single use,7
15,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Foam Food Containers,2
16,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Hard Plastic Container,1
14,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Foam Cups,1
10,903M20214,5/8/18,33.22036,-117.35819,San Luis Rey-Escondido,San Luis Rey River,Plastic,Bag - reusable,1
5,903M20230,5/8/18,33.24064,-117.32132,San Luis Rey-Escondido,San Luis Rey River,Fabric_Cloth,"Natural (Cotton, Wool)",2
7,903M20235,6/2/18,33.24759,-116.78551,San Luis Rey-Escondido,San Luis Rey River,Metal,Aluminum Foil pieces,1
6,903M20235,6/2/18,33.24759,-116.78551,San Luis Rey-Escondido,San Luis Rey River,Plastic,Soft Plastic Pieces,1
551,904M21764,4/17/18,33.20750635,-117.2807286,Loma Alta Creek,Loma Alta Creek,Construction,Concrete/Asphalt,3
553,904M21764,4/17/18,33.20750635,-117.2807286,Loma Alta Creek,Loma Alta Creek,Miscellaneous,Sports Balls,1
547,904M21764,4/17/18,33.20750635,-117.2807286,Loma Alta Creek,Loma Alta Creek,Plastic,Wrapper/Wrapper Pieces,8
546,904M21764,4/17/18,33.20750635,-117.2807286,Loma Alta Creek,Loma Alta Creek,Plastic,Hard Plastic Container,1
544,904M21764,4/17/18,33.20750635,-117.2807286,Loma Alta Creek,Loma Alta Creek,Plastic,Beverage Bottles,4
552,904M21764,4/17/18,33.20750635,-117.2807286,Loma Alta Creek,Loma Alta Creek,Metal,Aluminum or Steel Cans,2
548,904M21764,4/17/18,33.20750635,-117.2807286,Loma Alta Creek,Loma Alta Creek,Plastic,Plastic Other,1
549,904M21764,4/17/18,33.20750635,-117.2807286,Loma Alta Creek,Loma Alta Creek,Fabric_Cloth,"Natural (Cotton, Wool)",1
550,904M21764,4/17/18,33.20750635,-117.2807286,Loma Alta Creek,Loma Alta Creek,Biodegradable,Paper/ cardboard,2
545,904M21764,4/17/18,33.20750635,-117.2807286,Loma Alta Creek,Loma Alta Creek,Plastic,Cups,3
542,904M21764,4/17/18,33.20750635,-117.2807286,Loma Alta Creek,Loma Alta Creek,Plastic,Bag - reusable,1
543,904M21764,4/17/18,33.20750635,-117.2807286,Loma Alta Creek,Loma Alta Creek,Plastic,Bag - single use,4
525,904M21764,4/17/18,33.20750635,-117.2807286,Loma Alta Creek,Loma Alta Creek,Miscellaneous,Misc. Other,1
536,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Plastic,Single Use Container,2
527,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Plastic,Beverage Bottles,3
537,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Plastic,Soft Plastic Pieces,3
528,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Plastic,Container Cap/Pieces,2
530,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Plastic,Foam Balls,1
531,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Plastic,Foam Cups,3
535,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Plastic,Hard Plastic Pieces,5
540,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Construction,Construction Other,1
538,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Plastic,Wrapper/Wrapper Pieces,7
539,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Plastic,Plastic Other,6
529,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Plastic,Cups,3
526,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Plastic,Bag - single use,4
532,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Plastic,Foam Plate,5
533,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Plastic,Foam Packing Peanuts,1
541,904WE1125,5/29/18,33.09873,-117.129063,Escondido Creek,Escondido Creek,Metal,Aluminum Foil pieces,1
242,905PS0026,4/10/18,33.10685,-116.86797,San Dieguito,Santa Ysabel Creek @ Pamo,None,No Trash Present,0
260,906M21754,4/10/18,32.95499135,-117.1726379,Los Penasquitos,Deer Canyon Creek,Metal,Aluminum or Steel Cans,1
259,906M21754,4/10/18,32.95499135,-117.1726379,Los Penasquitos,Deer Canyon Creek,Plastic,Cups,2
257,906M21754,4/10/18,32.95499135,-117.1726379,Los Penasquitos,Deer Canyon Creek,Plastic,Bag Pieces,1
258,906M21754,4/10/18,32.95499135,-117.1726379,Los Penasquitos,Deer Canyon Creek,Plastic,Beverage Bottles,1
252,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Plastic,Plastic Other,6
254,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Glass,Glass Bottles,1
251,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Plastic,Wrapper/Wrapper Pieces,7
245,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Plastic,Foam Cups,1
253,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Biodegradable,Paper/ cardboard,1
250,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Plastic,Soft Plastic Pieces,2
249,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Plastic,Single Use Container,1
248,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Plastic,Plastic Bottles,3
244,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Plastic,Bag - single use,5
246,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Plastic,Foam Pieces/Pellets,3
243,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Plastic,Bag - reusable,1
255,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Metal,Aluminum or Steel Cans,5
247,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Plastic,Hard Plastic Pieces,1
256,906M21770,5/29/18,32.90377,-117.22665,Los Penasquitos,Carroll Canyon Creek,Metal,Metal Other,1
8,907M23349,5/9/18,32.82549,-117.09223,San Diego,W. Fortuna Canyon,Plastic,Hard Plastic Pieces,1
4,907M23367,5/29/18,32.96366,-116.66383,San Diego,Boulder Creek,None,No Trash Present,0
262,907M23373,5/17/18,32.83791639,-117.0176397,San Diego,Sycamore Creek,Plastic,Foam Cups,1
263,907M23373,5/17/18,32.83791639,-117.0176397,San Diego,Sycamore Creek,Plastic,Plastic Pipe,2
264,907M23373,5/17/18,32.83791639,-117.0176397,San Diego,Sycamore Creek,Plastic,Wrapper/Wrapper Pieces,1
265,907M23373,5/17/18,32.83791639,-117.0176397,San Diego,Sycamore Creek,Construction,Fabricated Wood,1
261,907M23373,5/17/18,32.83791639,-117.0176397,San Diego,Sycamore Creek,Plastic,Beverage Bottles,1
23,907M23379,5/30/18,33.80333,-116.92432,San Diego,Forester Creek,Plastic,Bag - single use,1
25,907M23379,5/30/18,33.80333,-116.92432,San Diego,Forester Creek,Fabric_Cloth,Shoes,1
27,907M23379,5/30/18,33.80333,-116.92432,San Diego,Forester Creek,Biodegradable,Paper/ cardboard,1
24,907M23379,5/30/18,33.80333,-116.92432,San Diego,Forester Creek,Plastic,Wrapper/Wrapper Pieces,1
26,907M23379,5/30/18,33.80333,-116.92432,San Diego,Forester Creek,Fabric_Cloth,Synthetic Fabric,1
240,909M24955,4/11/18,32.66652822,-116.9954779,Sweetwater River,Proctor Valley Creek,Fabric_Cloth,Fabric Other,1
241,909M24955,4/11/18,32.66652822,-116.9954779,Sweetwater River,Proctor Valley Creek,Metal,Aluminum or Steel Cans,2
239,909M24955,4/11/18,32.66652822,-116.9954779,Sweetwater River,Proctor Valley Creek,Plastic,Wrapper/Wrapper Pieces,1
238,909M24955,4/11/18,32.66652822,-116.9954779,Sweetwater River,Proctor Valley Creek,Plastic,Foam Cups,1
237,909M24955,4/11/18,32.66652822,-116.9954779,Sweetwater River,Proctor Valley Creek,Plastic,Bag - single use,3
235,909WE0662,6/14/18,32.89949,-116.58847,Sweetwater River,Sweetwater River,Plastic,Plastic Other,1
236,909WE0662,6/14/18,32.89949,-116.58847,Sweetwater River,Sweetwater River,Metal,Metal Pipe/Bar Segments,1
140,911M24949,4/11/18,32.80946293,-116.4397949,Tijuana River,Long Canyon Creek,Miscellaneous,Mylar balloons,1
141,911M24957,5/17/18,32.67449,-116.5657,Tijuana River,Cottonwood Creek,None,No Trash Present,0
105,ME-VR2,6/14/18,34.34116,-119.29826,Ventura,Ventura River,Plastic,Wrapper/Wrapper Pieces,2
121,SMC00027,6/26/18,34.66369,-119.05206,Santa Clara,Piru Creek,None,No Trash Present,0
94,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Plastic,Lid,1
87,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Plastic,Bag - single use,2
88,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Plastic,Bag Pieces,2
91,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Plastic,Cups,1
100,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Metal,Aluminum Foil pieces,1
93,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Plastic,Hard Plastic Pieces,1
99,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Glass,Glass Pieces,3
98,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Plastic,Plastic Other,2
92,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Plastic,Foam Pieces/Pellets,3
90,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Plastic,Chip Bags,1
95,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Plastic,Lighters,1
101,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Metal,Aluminum or Steel Cans,2
89,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Plastic,Beverage Bottles,6
97,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Plastic,Wrapper/Wrapper Pieces,11
96,SMC00036,6/11/18,34.21501,-118.8806,Calleguas,N Fork Arroyo Conejo,Plastic,Soft Plastic Pieces,5
410,SMC00105,4/17/18,33.74651,-117.58423,Santa Ana,Silverado Creek,Plastic,Wrapper/Wrapper Pieces,1
409,SMC00105,4/17/18,33.74651,-117.58423,Santa Ana,Silverado Creek,Plastic,Soft Plastic Pieces,1
354,SMC00206,5/31/18,33.54359,-117.65964,San Juan Creek,Trabuco Creek,Plastic,Beverage Bottles,1
355,SMC00206,5/31/18,33.54359,-117.65964,San Juan Creek,Trabuco Creek,Plastic,Plastic Other,1
120,SMC00271,6/25/18,34.54961,-119.16591,Santa Clara,Middle Lions,None,No Trash Present,0
165,SMC00544,6/27/18,34.14702,-117.74136,San Gabriel,Marshall Canyon,Plastic,Wrapper/Wrapper Pieces,2
166,SMC00544,6/27/18,34.14702,-117.74136,San Gabriel,Marshall Canyon,Biodegradable,Paper/ cardboard,1
163,SMC00544,6/27/18,34.14702,-117.74136,San Gabriel,Marshall Canyon,Plastic,Hard Plastic Pieces,2
164,SMC00544,6/27/18,34.14702,-117.74136,San Gabriel,Marshall Canyon,Plastic,Soft Plastic Pieces,1
162,SMC00544,6/27/18,34.14702,-117.74136,San Gabriel,Marshall Canyon,Plastic,Foam Cups,1
296,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Biodegradable,Paper/ cardboard,4
301,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Metal,"Nails, Screws, Bolts, etc.",1
286,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Plastic,Cigarette Butts,3
297,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Construction,Fabricated Wood,1
295,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Biodegradable,Food Waste,2
287,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Plastic,Foam Pieces/Pellets,16
299,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Metal,Aluminum or Steel Cans,2
300,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Metal,Metal Bottle Caps,1
285,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Plastic,Bag - single use,1
292,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Plastic,Wrapper/Wrapper Pieces,9
302,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Metal,Metal Other,1
303,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Miscellaneous,Sports Balls,1
288,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Plastic,Hard Plastic Container,1
293,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Plastic,Plastic Other,2
294,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Fabric_Cloth,Synthetic Fabric,1
290,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Plastic,Plastic Straw Wrapper,1
298,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Construction,Construction Other,1
291,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Plastic,Soft Plastic Pieces,7
289,SMC00670,6/12/18,33.86926,-117.90916,San Gabriel,Fullerton Creek,Plastic,Hard Plastic Pieces,10
394,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Plastic,Beverage Bottles,1
407,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Miscellaneous,Sports Balls,10
399,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Plastic,Hard Plastic Pieces,3
406,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Miscellaneous,Rubber/Rubber Pieces,1
393,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Plastic,Bag Pieces,4
397,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Plastic,Foam Packing Peanuts,1
396,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Plastic,Container Cap/Pieces,1
398,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Plastic,Foam Pieces/Pellets,2
402,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Plastic,Plastic Other,1
405,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Metal,Metal Other,1
401,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Plastic,Wrapper/Wrapper Pieces,3
400,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Plastic,Soft Plastic Pieces,1
395,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Plastic,Cigarette Butts,1
404,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Biodegradable,Paper/ cardboard,3
403,SMC00873,4/17/18,33.59849,-117.62668,San Juan Creek,Tijeras Creek,Fabric_Cloth,Synthetic Fabric,1
326,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Plastic,Plastic Other,3
324,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Plastic,Plastic Straw Wrapper,1
316,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Plastic,Bag - single use,4
331,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Miscellaneous,Sports Balls,4
327,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Fabric_Cloth,Synthetic Fabric,1
325,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Plastic,Wrapper/Wrapper Pieces,11
319,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Plastic,Foam Cups,4
323,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Plastic,Plastic Bottles,1
318,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Plastic,Container Cap/Pieces,1
317,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Plastic,Chip Bags,4
330,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Metal,Spray Paint Cans,1
329,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Metal,Aluminum Foil pieces,1
328,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Biodegradable,Paper/ cardboard,2
322,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Plastic,Lid,1
321,SMC00926,6/12/18,33.9074,-117.88297,San Gabriel,Fullerton Creek,Plastic,Hard Plastic Pieces,3
560,SMC01097,5/1/18,33.48724,-117.25538,Santa Margarita,Sandia Creek,Metal,Metal Other,1
559,SMC01097,5/1/18,33.48724,-117.25538,Santa Margarita,Sandia Creek,Large,Large Other,1
558,SMC01097,5/1/18,33.48724,-117.25538,Santa Margarita,Sandia Creek,Plastic,Wrapper/Wrapper Pieces,1
557,SMC01097,5/1/18,33.48724,-117.25538,Santa Margarita,Sandia Creek,Plastic,Plastic Bottles,1
231,SMC01440,6/27/18,34.16643,-117.83864,San Gabriel,Little Dalton Canyon (Lower),Construction,Fabricated Wood,1
234,SMC01440,6/27/18,34.16643,-117.83864,San Gabriel,Little Dalton Canyon (Lower),Miscellaneous,Misc. Other,1
229,SMC01440,6/27/18,34.16643,-117.83864,San Gabriel,Little Dalton Canyon (Lower),Plastic,Bag - single use,1
230,SMC01440,6/27/18,34.16643,-117.83864,San Gabriel,Little Dalton Canyon (Lower),Plastic,Wrapper/Wrapper Pieces,1
233,SMC01440,6/27/18,34.16643,-117.83864,San Gabriel,Little Dalton Canyon (Lower),Glass,Glass Pieces,1
232,SMC01440,6/27/18,34.16643,-117.83864,San Gabriel,Little Dalton Canyon (Lower),Construction,Construction Other,2
268,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Plastic,Container Cap/Pieces,1
267,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Plastic,Beverage Bottles,2
270,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Plastic,Hard Plastic Container,1
283,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Miscellaneous,Sports Balls,2
266,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Plastic,Bag Pieces,1
276,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Fabric_Cloth,"Natural (Cotton, Wool)",1
282,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Miscellaneous,Mylar balloons,1
278,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Glass,Glass Bottles,1
269,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Plastic,Foam Packing Peanuts,1
280,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Metal,Aluminum or Steel Cans,1
281,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Metal,Metal Other,1
272,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Plastic,Soft Plastic Pieces,6
279,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Metal,Aluminum Foil pieces,1
274,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Plastic,Tobacco Wrapper/Pieces,1
284,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Miscellaneous,Misc. Other,3
277,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Biodegradable,Food Waste,1
273,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Plastic,Tarp,1
275,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Plastic,Wrapper/Wrapper Pieces,1
271,SMC01694,8/6/18,33.92001,-117.90273,San Gabriel,Brea Canyon Channel,Plastic,Single Use Container,1
519,SMC02088,6/18/18,34.30151,-118.25939,Los Angeles,Big Tujunga Creek,Plastic,Plastic Other,1
520,SMC02088,6/18/18,34.30151,-118.25939,Los Angeles,Big Tujunga Creek,Fabric_Cloth,"Natural (Cotton, Wool)",5
514,SMC02088,6/18/18,34.30151,-118.25939,Los Angeles,Big Tujunga Creek,Plastic,Beverage Bottles,1
522,SMC02088,6/18/18,34.30151,-118.25939,Los Angeles,Big Tujunga Creek,Glass,Glass Bottles,2
517,SMC02088,6/18/18,34.30151,-118.25939,Los Angeles,Big Tujunga Creek,Plastic,Tarp,1
518,SMC02088,6/18/18,34.30151,-118.25939,Los Angeles,Big Tujunga Creek,Plastic,Wrapper/Wrapper Pieces,3
515,SMC02088,6/18/18,34.30151,-118.25939,Los Angeles,Big Tujunga Creek,Plastic,Plastic Bottles,2
516,SMC02088,6/18/18,34.30151,-118.25939,Los Angeles,Big Tujunga Creek,Plastic,Single Use Container,1
523,SMC02088,6/18/18,34.30151,-118.25939,Los Angeles,Big Tujunga Creek,Metal,Aluminum or Steel Cans,4
524,SMC02088,6/18/18,34.30151,-118.25939,Los Angeles,Big Tujunga Creek,Metal,Metal Other,2
521,SMC02088,6/18/18,34.30151,-118.25939,Los Angeles,Big Tujunga Creek,Biodegradable,Paper/ cardboard,1
432,SMC02092,6/18/18,34.27805,-118.20608,Los Angeles,Big Tujunga Creek,Metal,Spray Paint Cans,1
465,SMC02568,8/2/18,34.28025,-118.22122,Los Angeles,Big Tujunga Creek,None,No Trash Present,0
222,SMC02656,8/6/18,34.07506,-117.8722,San Gabriel,Walnut Creek,Plastic,Lid,1
223,SMC02656,8/6/18,34.07506,-117.8722,San Gabriel,Walnut Creek,Plastic,Single Use Container,1
224,SMC02656,8/6/18,34.07506,-117.8722,San Gabriel,Walnut Creek,Plastic,Wrapper/Wrapper Pieces,30
225,SMC02656,8/6/18,34.07506,-117.8722,San Gabriel,Walnut Creek,Plastic,Plastic Other,1
226,SMC02656,8/6/18,34.07506,-117.8722,San Gabriel,Walnut Creek,Biodegradable,Paper/ cardboard,18
227,SMC02656,8/6/18,34.07506,-117.8722,San Gabriel,Walnut Creek,Biodegradable,Biodegradable Other,1
228,SMC02656,8/6/18,34.07506,-117.8722,San Gabriel,Walnut Creek,Metal,Aluminum Foil pieces,2
220,SMC02656,8/6/18,34.07506,-117.8722,San Gabriel,Walnut Creek,Plastic,Foam Cups,3
217,SMC02656,8/6/18,34.07506,-117.8722,San Gabriel,Walnut Creek,Plastic,Bag - reusable,2
218,SMC02656,8/6/18,34.07506,-117.8722,San Gabriel,Walnut Creek,Plastic,Beverage Bottles,1
219,SMC02656,8/6/18,34.07506,-117.8722,San Gabriel,Walnut Creek,Plastic,Chip Bags,3
221,SMC02656,8/6/18,34.07506,-117.8722,San Gabriel,Walnut Creek,Plastic,Foam Pieces/Pellets,7
28,SMC09698,6/5/18,34.7459,-116.70739,Santa Ana,Strawberry Creek,Plastic,Wrapper/Wrapper Pieces,1
36,SMC11581,6/5/18,33.95218,-117.6063,Santa Ana,Cucamonga Channel,Miscellaneous,E-waste,1
29,SMC11581,6/5/18,33.95218,-117.6063,Santa Ana,Cucamonga Channel,Plastic,Hard Plastic Pieces,3
30,SMC11581,6/5/18,33.95218,-117.6063,Santa Ana,Cucamonga Channel,Plastic,Soft Plastic Pieces,1
31,SMC11581,6/5/18,33.95218,-117.6063,Santa Ana,Cucamonga Channel,Plastic,Wrapper/Wrapper Pieces,1
32,SMC11581,6/5/18,33.95218,-117.6063,Santa Ana,Cucamonga Channel,Plastic,Lid,1
33,SMC11581,6/5/18,33.95218,-117.6063,Santa Ana,Cucamonga Channel,Glass,Glass Pieces,1
34,SMC11581,6/5/18,33.95218,-117.6063,Santa Ana,Cucamonga Channel,Metal,"Nails, Screws, Bolts, etc.",1
35,SMC11581,6/5/18,33.95218,-117.6063,Santa Ana,Cucamonga Channel,Metal,"Wire (barb, chicken, etc.)",2