objectid,stationid,sampledate,latitude,longitude,depth,stratum,areaqweight,plasticpolymer,plastictype,count
239,B13-8306,2013-07-11,33.71475,-118.28269,3,Bay,2,Nylon,Film,1
240,B13-8306,2013-07-11,33.71475,-118.28269,3,Bay,2,Unknown,Unknown,1
241,B13-8308,2013-07-11,33.7174,-118.24385,23,Port,0.94999999,NA,NA,0
242,B13-8310,2013-07-11,33.71791,-118.23298,14,Port,0.94999999,NA,NA,0
243,B13-8315,2013-07-09,33.72425,-118.15265,15,Bay,2,HDPE,Fragments,2
244,B13-8315,2013-07-09,33.72425,-118.15265,15,Bay,2,Nylon,Fragments,2
245,B13-8315,2013-07-09,33.72425,-118.15265,15,Bay,2,Nylon,Line,4
246,B13-8315,2013-07-09,33.72425,-118.15265,15,Bay,2,Nylon,Film,1
247,B13-8316,2013-07-11,33.72387,-118.2627,27,Port,0.94999999,Nylon,Film,1
248,B13-8316,2013-07-11,33.72387,-118.2627,27,Port,0.94999999,PET (or PC),Fragments,5
249,B13-8316,2013-07-11,33.72387,-118.2627,27,Port,0.94999999,Unknown,Unknown,0
250,B13-8318,2013-07-13,33.72421,-118.22437,18,Bay,2,HDPE,Fragments,1
251,B13-8318,2013-07-13,33.72421,-118.22437,18,Bay,2,Unknown,Unknown,5
252,B13-8319,2013-07-11,33.72576667,-118.1375833,12,Bay,2,HDPE,Line,1
253,B13-8319,2013-07-11,33.72576667,-118.1375833,12,Bay,2,HDPE,Film,1
254,B13-8319,2013-07-11,33.72576667,-118.1375833,12,Bay,2,Nylon,Fragments,3
255,B13-8319,2013-07-11,33.72576667,-118.1375833,12,Bay,2,Nylon,Line,5
256,B13-8321,2013-09-06,33.72707,-118.07011,16,Marina,0.63,HDPE,Fragments,10
257,B13-8321,2013-09-06,33.72707,-118.07011,16,Marina,0.63,HDPE,Line,2
258,B13-8321,2013-09-06,33.72707,-118.07011,16,Marina,0.63,HDPE,Film,1
259,B13-8321,2013-09-06,33.72707,-118.07011,16,Marina,0.63,Nylon,Fragments,3
260,B13-8322,2013-07-13,33.72762,-118.21274,21,Bay,2,NA,NA,0
261,B13-8325,2013-07-17,33.7283,-118.1569333,14,Bay,2,NA,NA,0
262,B13-8326,2013-07-10,33.72924,-118.23361,11,Port,0.94999999,HDPE,Line,1
263,B13-8326,2013-07-10,33.72924,-118.23361,11,Port,0.94999999,Unknown,Unknown,16
264,B13-8328,2013-09-06,33.73076,-118.08191,18,Estuaries,0.31999999,HDPE,Fragments,1
265,B13-8328,2013-09-06,33.73076,-118.08191,18,Estuaries,0.31999999,HDPE,Line,2
266,B13-8328,2013-09-06,33.73076,-118.08191,18,Estuaries,0.31999999,Nylon,Fragments,1
267,B13-8328,2013-09-06,33.73076,-118.08191,18,Estuaries,0.31999999,Nylon,Line,3
268,B13-8328,2013-09-06,33.73076,-118.08191,18,Estuaries,0.31999999,Nylon,Foam,1
269,B13-8333,2013-07-13,33.7311,-118.1924,15,Port,0.94999999,Nylon,Film,1
270,B13-8333,2013-07-13,33.7311,-118.1924,15,Port,0.94999999,Unknown,Unknown,1
272,B13-8340,2013-07-12,33.73549,-118.27676,18,Port,0.94999999,HDPE,Line,1
273,B13-8340,2013-07-12,33.73549,-118.27676,18,Port,0.94999999,PS,Film,1
274,B13-8340,2013-07-12,33.73549,-118.27676,18,Port,0.94999999,Unknown,Unknown,1
275,B13-8346,2013-07-11,33.73908333,-118.1450167,10,Bay,2,NA,NA,0
276,B13-8347,2013-07-12,33.73891,-118.21039,27,Port,0.94999999,PET (or PC),Fragments,2
277,B13-8347,2013-07-12,33.73891,-118.21039,27,Port,0.94999999,Unknown,Unknown,22
278,B13-8349,2013-07-10,33.73906,-118.23651,14,Port,0.94999999,HDPE,Fragments,3
279,B13-8349,2013-07-10,33.73906,-118.23651,14,Port,0.94999999,Unknown,Unknown,3
280,B13-8350,2013-07-09,33.73998333,-118.1712,12,Bay,2,NA,NA,0
281,B13-8351,2013-07-09,33.74028333,-118.1594333,11,Bay,2,NA,NA,0
282,B13-8353,1900-01-00,33.74154,-118.11671,2,Estuaries,0.31999999,PS,Fragments,1
283,B13-8355,2013-07-09,33.7424,-118.1528,10,Bay,2,NA,NA,0
284,B13-8356,2013-07-13,33.74337,-118.20448,19,Port,0.94999999,HDPE,Fragments,1
285,B13-8356,2013-07-13,33.74337,-118.20448,19,Port,0.94999999,Unknown,Unknown,22
286,B13-8358,2013-07-09,33.74423333,-118.1683167,10,Bay,2,NA,NA,0
287,B13-8360,2013-07-10,33.74553,-118.2157,20,Port,0.94999999,Unknown,Unknown,20
288,B13-8363,2013-07-10,33.74719,-118.22137,15,Port,0.94999999,Unknown,Unknown,11
289,B13-8365,2013-07-13,33.74767,-118.19819,16,Port,0.94999999,HDPE,Film,3
290,B13-8365,2013-07-13,33.74767,-118.19819,16,Port,0.94999999,Nylon,Film,1
291,B13-8365,2013-07-13,33.74767,-118.19819,16,Port,0.94999999,Unknown,Unknown,2
292,B13-8367,2013-07-11,33.74853,-118.2489,3,Port,0.94999999,Unknown,Unknown,35
293,B13-8367,2013-07-11,33.74853,-118.2489,3,Port,0.94999999,Too small to test,Too small to test,15
294,B13-8371,2013-07-10,33.75109,-118.23063,17,Port,0.94999999,HDPE,Fragments,1
295,B13-8371,2013-07-10,33.75109,-118.23063,17,Port,0.94999999,PET (or PC),Fragments,1
296,B13-8371,2013-07-10,33.75109,-118.23063,17,Port,0.94999999,Unknown,Unknown,28
297,B13-8372,2013-08-09,33.75117617,-118.1188678,12,Marina,0.63,NA,NA,0
298,B13-8374,2013-07-10,33.75269,-118.21776,18,Port,0.94999999,HDPE,Fragments,5
299,B13-8374,2013-07-10,33.75269,-118.21776,18,Port,0.94999999,Unknown,Unknown,1
300,B13-8375,2013-07-03,33.753,-118.1771833,9,Bay,2,Nylon,Line,13
301,B13-8375,2013-07-03,33.753,-118.1771833,9,Bay,2,Too small to test,Too small to test,1
302,B13-8378,1900-01-00,33.75297,-118.1052,4,Estuaries,0.31999999,HDPE,Line,1
303,B13-8378,1900-01-00,33.75297,-118.1052,4,Estuaries,0.31999999,PP,Fragments,1
304,B13-8378,1900-01-00,33.75297,-118.1052,4,Estuaries,0.31999999,PS,Fragments,11
305,B13-8378,1900-01-00,33.75297,-118.1052,4,Estuaries,0.31999999,Nylon,Fragments,117
306,B13-8378,1900-01-00,33.75297,-118.1052,4,Estuaries,0.31999999,Nylon,Line,9
307,B13-8378,1900-01-00,33.75297,-118.1052,4,Estuaries,0.31999999,PET (or PC),Fragments,14
308,B13-8382,2013-07-10,33.75512,-118.23012,18,Port,0.94999999,PET (or PC),Fragments,1
309,B13-8382,2013-07-10,33.75512,-118.23012,18,Port,0.94999999,Unknown,Unknown,58
310,B13-8382,2013-07-10,33.75512,-118.23012,18,Port,0.94999999,Too small to test,Too small to test,8
311,B13-8382,2013-07-10,33.75512,-118.23012,18,Port,0.94999999,Metal,Metal,2
312,B13-8382,2013-07-10,33.75512,-118.23012,18,Port,0.94999999,Combo,Combo Other,1
313,B13-8383,2013-08-09,33.75545714,-118.1297934,20,Marina,0.63,NA,NA,0
314,B13-8384,2013-07-12,33.75686,-118.27742,18,Port,0.94999999,HDPE,Fragments,1
315,B13-8384,2013-07-12,33.75686,-118.27742,18,Port,0.94999999,Unknown,Unknown,7
316,B13-8384,2013-07-12,33.75686,-118.27742,18,Port,0.94999999,Too small to test,Too small to test,5
317,B13-8388,2013-07-03,33.75923333,-118.1630333,5,Bay,2,Nylon,Fragments,2
318,B13-8388,2013-07-03,33.75923333,-118.1630333,5,Bay,2,PET (or PC),Fragments,1
319,B13-8389,2013-08-09,33.76001625,-118.126087,19,Marina,0.63,NA,NA,0
320,B13-8390,2013-09-09,33.76103,-118.20206,9,Estuaries,0.31999999,NA,NA,0
321,B13-8391,2013-09-09,33.76273,-118.20478,20,Estuaries,0.31999999,NA,NA,0
322,B13-8394,2013-08-09,33.76592345,-118.1038296,8,Estuaries,0.31999999,NA,NA,0
323,B13-8396,2013-07-12,33.7662,-118.27747,15,Port,0.94999999,HDPE,Fragments,1
324,B13-8396,2013-07-12,33.7662,-118.27747,15,Port,0.94999999,PS,Fragments,3
325,B13-8396,2013-07-12,33.7662,-118.27747,15,Port,0.94999999,Unknown,Unknown,4
326,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,HDPE,Whole objects,1
327,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,HDPE,Whole objects,1
328,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,HDPE,Fragments,10
329,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,HDPE,Line,4
330,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,HDPE,Film,5
331,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,HDPE,Film,13
332,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,PP,Line,1
333,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,PS,Whole objects,1
334,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,PS,Fragments,4
335,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,Nylon,Fragments,7
336,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,Nylon,Pellets,1
337,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,Nylon,Film,3
338,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,PET (or PC),Fragments,2
339,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,PET (or PC),Line,1
340,B13-8397,2013-07-12,33.767,-118.24938,4,Marina,0.63,Unknown,Unknown,14
341,B13-8399,2013-07-12,33.76871,-118.22204,19,Port,0.94999999,HDPE,Film,1
342,B13-8399,2013-07-12,33.76871,-118.22204,19,Port,0.94999999,HDPE,Film,2
343,B13-8399,2013-07-12,33.76871,-118.22204,19,Port,0.94999999,PET (or PC),Fragments,2
344,B13-8399,2013-07-12,33.76871,-118.22204,19,Port,0.94999999,Unknown,Unknown,22
345,B13-8401,2013-07-12,33.77158,-118.2118,14,Port,0.94999999,HDPE,Fragments,1
346,B13-8401,2013-07-12,33.77158,-118.2118,14,Port,0.94999999,HDPE,Film,1
347,B13-8401,2013-07-12,33.77158,-118.2118,14,Port,0.94999999,Nylon,Fragments,2
348,B13-8401,2013-07-12,33.77158,-118.2118,14,Port,0.94999999,PET (or PC),Fragments,44
349,B13-8401,2013-07-12,33.77158,-118.2118,14,Port,0.94999999,Combo,Combo Plastic,1
350,B13-8401,2013-07-12,33.77158,-118.2118,14,Port,0.94999999,Unknown,Unknown,252
351,B13-8401,2013-07-12,33.77158,-118.2118,14,Port,0.94999999,Metal,Metal,7
352,B13-8401,2013-07-12,33.77158,-118.2118,14,Port,0.94999999,Combo,Combo Other,1
353,B13-8403,2013-09-09,33.78072,-118.20577,9,Estuaries,0.31999999,NA,NA,0
354,B13-8407,2013-09-12,33.96451667,-118.45355,5,Marina,0.63,HDPE,Fragments,11
355,B13-8407,2013-09-12,33.96451667,-118.45355,5,Marina,0.63,Nylon,Fragments,25
356,B13-8407,2013-09-12,33.96451667,-118.45355,5,Marina,0.63,Nylon,Film,3
357,B13-8407,2013-09-12,33.96451667,-118.45355,5,Marina,0.63,PET (or PC),Fragments,7
358,B13-8407,2013-09-12,33.96451667,-118.45355,5,Marina,0.63,Too small to test,Too small to test,327
359,B13-8409,2013-09-12,33.97015,-118.4482667,5,Marina,0.63,HDPE,Fragments,3
360,B13-8409,2013-09-12,33.97015,-118.4482667,5,Marina,0.63,HDPE,Line,2
361,B13-8409,2013-09-12,33.97015,-118.4482667,5,Marina,0.63,HDPE,Film,2
362,B13-8409,2013-09-12,33.97015,-118.4482667,5,Marina,0.63,PS,Film,2
363,B13-8409,2013-09-12,33.97015,-118.4482667,5,Marina,0.63,Nylon,Fragments,42
364,B13-8409,2013-09-12,33.97015,-118.4482667,5,Marina,0.63,Nylon,Line,54
365,B13-8409,2013-09-12,33.97015,-118.4482667,5,Marina,0.63,Nylon,Film,5
366,B13-8409,2013-09-12,33.97015,-118.4482667,5,Marina,0.63,PET (or PC),Fragments,2
367,B13-8409,2013-09-12,33.97015,-118.4482667,5,Marina,0.63,PET (or PC),Film,1
368,B13-8411,2013-09-19,33.97111,-118.43925,7,Estuaries,0.31999999,NA,NA,0
369,B13-8413,2013-09-12,33.97541667,-118.4468333,4,Marina,0.63,HDPE,Fragments,5
370,B13-8413,2013-09-12,33.97541667,-118.4468333,4,Marina,0.63,HDPE,Line,10
371,B13-8413,2013-09-12,33.97541667,-118.4468333,4,Marina,0.63,HDPE,Film,13
372,B13-8413,2013-09-12,33.97541667,-118.4468333,4,Marina,0.63,PS,Fragments,34
373,B13-8413,2013-09-12,33.97541667,-118.4468333,4,Marina,0.63,Nylon,Fragments,47
374,B13-8413,2013-09-12,33.97541667,-118.4468333,4,Marina,0.63,Nylon,Pellets,1
375,B13-8413,2013-09-12,33.97541667,-118.4468333,4,Marina,0.63,Nylon,Line,30
376,B13-8413,2013-09-12,33.97541667,-118.4468333,4,Marina,0.63,PET (or PC),Fragments,5
377,B13-8413,2013-09-12,33.97541667,-118.4468333,4,Marina,0.63,Too small to test,Too small to test,1
378,B13-8417,2013-09-12,33.98298,-118.4505167,2,Marina,0.63,HDPE,Line,60
379,B13-8417,2013-09-12,33.98298,-118.4505167,2,Marina,0.63,Nylon,Fragments,30
380,B13-8417,2013-09-12,33.98298,-118.4505167,2,Marina,0.63,Nylon,Line,18
381,B13-8417,2013-09-12,33.98298,-118.4505167,2,Marina,0.63,PET (or PC),Fragments,7
382,B13-8419,2013-08-22,34.10068,-119.0871,3,Estuaries,0.31999999,NA,NA,0
383,B13-8421,2013-08-22,34.11263,-119.08413,6,Estuaries,0.31999999,Unknown,Unknown,1
384,B13-8425,2013-08-21,34.17116,-119.2235,3,Marina,0.63,Nylon,Film,2
385,B13-8426,2013-09-24,34.17313,-119.2235,4,Marina,0.63,NA,NA,0
386,B13-8430,2013-09-24,34.24421,-119.26492,2,Marina,0.63,PS,Foam Foam,1
387,B13-8430,2013-09-24,34.24421,-119.26492,2,Marina,0.63,HDPE,Line,2
388,B13-8430,2013-09-24,34.24421,-119.26492,2,Marina,0.63,HDPE,Film,7
389,B13-8430,2013-09-24,34.24421,-119.26492,2,Marina,0.63,PS,Film,5
390,B13-8430,2013-09-24,34.24421,-119.26492,2,Marina,0.63,Nylon,Line,4
391,B13-8430,2013-09-24,34.24421,-119.26492,2,Marina,0.63,Nylon,Film,1
392,B13-8430,2013-09-24,34.24421,-119.26492,2,Marina,0.63,PVC,Line,6
393,B13-8430,2013-09-24,34.24421,-119.26492,2,Marina,0.63,PVC,Film,1
394,B13-8431,2013-09-23,34.40456,-119.68901,2,Marina,0.63,NA,NA,0
395,B13-9001,2013-07-08,32.51629,-117.30865,280,Upper Slope,19.450000760000002,HDPE,Fragments,2
396,B13-9001,2013-07-08,32.51629,-117.30865,280,Upper Slope,19.450000760000002,Nylon,Fragments,1
397,B13-9001,2013-07-08,32.51629,-117.30865,280,Upper Slope,19.450000760000002,PET (or PC),Fragments,1
398,B13-9002,2013-07-08,32.52183,-117.35475,320,Upper Slope,19.450000760000002,PVC,Film,1
399,B13-9005,2013-07-03,32.537350000000004,-117.15519,19,Inner Shelf,35.65000153,NA,NA,0
400,B13-9007,2013-07-15,32.55148,-117.1995,35,Mid Shelf,65.90000153,PET (or PC),Fragments,1
401,B13-9009,2013-07-08,32.55417,-117.41068,648,Lower Slope,68.83000183,NA,NA,0
402,B13-9011,2013-07-15,32.58574,-117.3407,183,Outer Shelf,18.81999969,HDPE,Line,1
403,B13-9011,2013-07-15,32.58574,-117.3407,183,Outer Shelf,18.81999969,Nylon,Line,1
404,B13-9012,2013-07-08,32.58926,-117.2643,58,Mid Shelf,65.90000153,NA,NA,0
405,B13-9019,2013-07-11,32.64409,-117.42795,154,Outer Shelf,18.81999969,PS,Foam Foam,1
406,B13-9019,2013-07-11,32.64409,-117.42795,154,Outer Shelf,18.81999969,Paper,Paper,1
407,B13-9021,2013-07-11,32.66044,-117.41113,346,Upper Slope,19.450000760000002,PVC,Line,1
408,B13-9022,2013-07-11,32.66065,-117.38945,277,Upper Slope,19.450000760000002,PS,Foam Foam,1
409,B13-9022,2013-07-11,32.66065,-117.38945,277,Upper Slope,19.450000760000002,HDPE,Film,1
410,B13-9023,2013-07-11,32.66973,-117.42063,430,Upper Slope,19.450000760000002,NA,NA,0
411,B13-9025,2013-07-10,32.67238,-117.29959,78,Mid Shelf,65.90000153,NA,NA,0
412,B13-9026,2013-07-15,32.6929,-117.39491,372,Upper Slope,19.450000760000002,NA,NA,0
413,B13-9028,2013-07-15,32.69552,-117.36628,272,Upper Slope,19.450000760000002,PS,Foam Foam,2
414,B13-9030,2013-07-11,32.70106,-117.43975,525,Lower Slope,68.83000183,NA,NA,0
415,B13-9033,2013-07-15,32.73757,-117.40812,425,Upper Slope,19.450000760000002,NA,NA,0
416,B13-9035,2013-07-29,32.74102,-117.42647,465,Upper Slope,19.450000760000002,NA,NA,0
417,B13-9036,2013-07-16,32.7592,-117.42252,457,Upper Slope,19.450000760000002,NA,NA,0
418,B13-9037,2013-07-09,32.76406,-117.31932,68,Mid Shelf,65.90000153,PS,Foam Foam,1
419,B13-9040,2013-07-16,32.78106,-117.26935,17,Inner Shelf,35.65000153,NA,NA,0
420,B13-9041,2013-07-29,32.78717,-117.55474,942,Lower Slope,68.83000183,NA,NA,0
421,B13-9047,2013-07-29,32.81508,-117.45188,668,Lower Slope,68.83000183,NA,NA,0
422,B13-9049,2013-07-16,32.82042,-117.33919,83,MPA,3.91000009,NA,NA,0
423,B13-9055,2013-07-16,32.82917,-117.37806,275,Upper Slope,19.450000760000002,NA,NA,0
424,B13-9056,2013-07-16,32.83188,-117.35921,146,Outer Shelf,18.81999969,NA,NA,0
425,B13-9057,2013-07-29,32.85103,-117.41079,527,Lower Slope,68.83000183,NA,NA,0
426,B13-9059,2013-07-17,32.85898,-117.2663,23,MPA,5.6999998099999996,NA,NA,0
427,B13-9060,2013-07-29,32.86319,-117.44713,607,Lower Slope,68.83000183,NA,NA,0
428,B13-9068,2013-07-17,32.88365,-117.28334,244,Upper Slope,19.450000760000002,NA,NA,0
429,B13-9069,2013-07-24,32.88888,-117.53777,834,Canyon Bottom,14.850000380000001,NA,NA,0
430,B13-9071,2013-07-24,32.90251,-117.50564,805,Canyon Bottom,14.850000380000001,NA,NA,0
431,B13-9073,2013-07-17,32.90951,-117.2978,190,Outer Shelf,18.81999969,NA,NA,0
432,B13-9074,2013-07-17,32.90951,-117.3123,308,Upper Slope,19.450000760000002,HDPE,Line,1
433,B13-9074,2013-07-17,32.90951,-117.3123,308,Upper Slope,19.450000760000002,Nylon,Line,1
434,B13-9076,2013-07-17,32.91645,-117.36338,529,Canyon Bottom,14.850000380000001,NA,NA,0
435,B13-9080,2013-07-25,32.92487,-117.26565,11,Inner Shelf,35.65000153,NA,NA,0
436,B13-9084,2013-07-17,32.93167,-117.39472,562,Lower Slope,68.83000183,NA,NA,0
437,B13-9085,2013-07-29,32.93232,-117.53423,800,Lower Slope,68.83000183,NA,NA,0
438,B13-9087,2013-07-25,33.00268,-117.29807,32,MPA,6.34999991,NA,NA,0
439,B13-9091,2013-07-25,33.01783,-117.34105,251,MPA,92.62000275,HDPE,Line,1
440,B13-9091,2013-07-25,33.01783,-117.34105,251,MPA,92.62000275,HDPE,Line,3
441,B13-9092,2013-07-25,33.0268,-117.337,173,MPA,4.34999991,NA,NA,0
442,B13-9093,2013-07-29,33.03243,-117.66875,854,Lower Slope,572.1300049,NA,NA,0
443,B13-9095,2013-07-23,33.03887,-117.50196,676,Canyon Bottom,5.98999977,NA,NA,0
444,B13-9099,2013-07-23,33.06344,-117.49002,634,Canyon Bottom,5.98999977,Nylon,Line,1
445,B13-9100,2013-07-25,33.06737,-117.36733,189,Outer Shelf,18.81999969,NA,NA,0
446,B13-9104,2013-07-25,33.0834,-117.34258,62,Mid Shelf,65.90000153,NA,NA,0
447,B13-9105,2013-07-23,33.08752,-117.3509,73,Mid Shelf,65.90000153,NA,NA,0
448,B13-9106,2013-07-23,33.09119,-117.43271,485,Canyon Bottom,5.98999977,NA,NA,0
449,B13-9107,2013-07-23,33.09383,-117.41715,405,Upper Slope,92.62000275,Nylon,Line,1
450,B13-9109,2013-07-25,33.10192,-117.6311,788,Lower Slope,572.1300049,NA,NA,0
451,B13-9111,2013-07-25,33.10526,-117.36216,85,Mid Shelf,65.90000153,PS,Foam Foam,1
452,B13-9111,2013-07-25,33.10526,-117.36216,85,Mid Shelf,65.90000153,PET (or PC),Pellets,1
453,B13-9121,2013-07-25,33.17577,-117.38153,14,Inner Shelf,35.65000153,NA,NA,0
454,B13-9122,2013-07-30,33.1883667,-117.495459,256,Upper Slope,92.62000275,NA,NA,0
455,B13-9125,2013-07-30,33.22083333,-117.5117513,186,Outer Shelf,18.81999969,NA,NA,0
456,B13-9129,2013-07-30,33.26619873,-117.5339355,62,Mid Shelf,65.90000153,NA,NA,0
457,B13-9130,2013-07-30,33.26901855,-117.539502,62,Mid Shelf,65.90000153,NA,NA,0
458,B13-9131,2013-07-30,33.26975098,-117.5648275,78,Mid Shelf,65.90000153,NA,NA,0
459,B13-9132,2013-09-09,33.27403158,-118.086377,826,Lower Slope,572.1300049,HDPE,Fragments,1
460,B13-9132,2013-09-09,33.27403158,-118.086377,826,Lower Slope,572.1300049,HDPE,Line,1
461,B13-9132,2013-09-09,33.27403158,-118.086377,826,Lower Slope,572.1300049,PET (or PC),Line,1
462,B13-9133,2013-09-09,33.31746826,-118.160612,787,Lower Slope,572.1300049,NA,NA,0
463,B13-9135,2013-07-30,33.35303141,-117.5640462,11,Inner Shelf,35.65000153,NA,NA,0
464,B13-9137,2013-07-30,33.36876628,-117.6898763,411,Upper Slope,92.62000275,NA,NA,0
465,B13-9148,2013-07-31,33.46395,-118.39474,595,Lower Slope,572.1300049,NA,NA,0
466,B13-9149,2013-07-16,33.46389974,-117.9192708,558,Lower Slope,572.1300049,Nylon,Fragments,1
467,B13-9150,2013-07-17,33.46428223,-117.7621745,151,Outer Shelf,18.81999969,NA,NA,0
468,B13-9151,2013-07-15,33.46416829,-118.0658366,582,Canyon Bottom,10.88000011,PET (or PC),Fragments,1
469,B13-9152,2013-07-31,33.47408447,-117.7364746,27,MPA,5.6999998099999996,Nylon,Fragments,1
470,B13-9155,2013-07-31,33.48691,-118.42353,900,Lower Slope,572.1300049,NA,NA,0
471,B13-9159,2013-07-31,33.50058187,-117.7533691,23,MPA,5.6999998099999996,NA,NA,0
472,B13-9160,2103-07-16,33.50354818,-117.9155762,501,Canyon Bottom,2.42000008,NA,NA,0
473,B13-9161,2013-07-31,33.50483398,-117.7729818,50,MPA,3.91000009,Nylon,Fragments,1
474,B13-9163,2013-07-17,33.5079834,-117.8141602,435,MPA,2.59999991,NA,NA,0
475,B13-9166,2013-07-31,33.51216634,-117.7714844,41,Mid Shelf,3.91000009,Nylon,Line,1
476,B13-9170,2013-07-15,33.51513265,-118.0776042,484,Canyon Bottom,10.88000011,HDPE,Fragments,1
477,B13-9170,2013-07-15,33.51513265,-118.0776042,484,Canyon Bottom,10.88000011,HDPE,Line,1
478,B13-9171,2013-07-17,33.52083333,-117.7704753,16,Inner Shelf,6.34999991,NA,NA,0
479,B13-9173,2013-07-17,33.52438151,-117.795638,60,MPA,9.43999958,PU,Foam Fragments,1
480,B13-9173,2013-07-17,33.52438151,-117.795638,60,MPA,9.43999958,Nylon,Line,2
481,B13-9174,2013-07-17,33.53681641,-117.8477051,345,Upper Slope,92.62000275,HDPE,Fragments,1
482,B13-9174,2013-07-17,33.53681641,-117.8477051,345,Upper Slope,92.62000275,Nylon,Fragments,1
