objectid,stationid,sampledate,trawlnumber,lat,lon,final_stratum,areaweight,region,debristype,debriscount,comments,Plastic_count,Recyclable_count,Misc_count,Metal_count,Biodegrable_count,Fabric_Cloth_count,trash_present
2397,B18-10224,8/16/2018 0:00,1,33.6952,-118.29596,Inner Shelf,40.43039795,Palos Verdes Shelf,Seagrass,1,,0,0,0,0,0,0,0
2398,B18-10283,7/18/2018 0:00,1,34.27778,-119.71841,Outer Shelf,23.28776249,East Santa Barbara Channel,Food Bag/Wrapper,1,,1,0,0,0,0,0,1
2399,B18-10283,7/18/2018 0:00,1,34.27778,-119.71841,Outer Shelf,23.28776249,East Santa Barbara Channel,Kelp Stipe/Blade,1,Macrocystis,0,0,0,0,0,0,0
2400,B18-10283,7/18/2018 0:00,1,34.27778,-119.71841,Outer Shelf,23.28776249,East Santa Barbara Channel,Seagrass,2,,0,0,0,0,0,0,0
2401,B18-10284,7/18/2018 0:00,1,34.27256,-119.65716,Outer Shelf,23.28776249,East Santa Barbara Channel,Kelp Stipe/Blade,6,Macrocystis,0,0,0,0,0,0,0
2402,B18-10284,7/18/2018 0:00,1,34.27256,-119.65716,Outer Shelf,23.28776249,East Santa Barbara Channel,Seagrass,5,,0,0,0,0,0,0,0
2403,B18-10286,7/17/2018 0:00,1,34.24393,-119.70575,Outer Shelf,23.28776249,East Santa Barbara Channel,Kelp Holdfast,1,,0,0,0,0,0,0,0
2404,B18-10286,7/17/2018 0:00,1,34.24393,-119.70575,Outer Shelf,23.28776249,East Santa Barbara Channel,Kelp Stipe/Blade,1,,0,0,0,0,0,0,0
2405,B18-10286,7/17/2018 0:00,1,34.24393,-119.70575,Outer Shelf,23.28776249,East Santa Barbara Channel,Other Plastic (comment req.),1,zip tie,1,0,0,0,0,0,1
2406,B18-10286,7/17/2018 0:00,1,34.24393,-119.70575,Outer Shelf,23.28776249,East Santa Barbara Channel,Plastic Piece (unid.),1,,1,0,0,0,0,0,1
2407,B18-10290,7/19/2018 0:00,1,34.2068,-119.56755,Outer Shelf,23.28776249,East Santa Barbara Channel,Kelp Stipe/Blade,3,,0,0,0,0,0,0,0
2408,B18-10290,7/19/2018 0:00,1,34.2068,-119.56755,Outer Shelf,23.28776249,East Santa Barbara Channel,Leaves/Seed Pod,1,,0,0,0,0,0,0,0
2409,B18-10291,7/19/2018 0:00,1,34.19691,-119.57135,Outer Shelf,23.28776249,East Santa Barbara Channel,Kelp Stipe/Blade,2,Macrocystis,0,0,0,0,0,0,0
2410,B18-10291,7/19/2018 0:00,1,34.19691,-119.57135,Outer Shelf,23.28776249,East Santa Barbara Channel,Seagrass,5,,0,0,0,0,0,0,0
2411,B18-10292,7/19/2018 0:00,1,34.19563,-119.63735,Upper Slope,125.2249344,East Santa Barbara Channel,None,0,No debris present,0,0,0,0,0,0,0
2412,B18-10294,7/20/2018 0:00,1,34.13289,-119.37902,Outer Shelf,23.28776249,East Santa Barbara Channel,Kelp Stipe/Blade,1,Macrocystis,0,0,0,0,0,0,0
2413,B18-10294,7/20/2018 0:00,1,34.13289,-119.37902,Outer Shelf,23.28776249,East Santa Barbara Channel,Other Plastic (comment req.),1,plastic sheet,1,0,0,0,0,0,1
2414,B18-10294,7/20/2018 0:00,1,34.13289,-119.37902,Outer Shelf,23.28776249,East Santa Barbara Channel,Rock,3,,0,0,0,0,0,0,0
2415,B18-10296,7/20/2018 0:00,1,34.13269,-119.36993,Outer Shelf,23.28776249,East Santa Barbara Channel,Kelp Stipe/Blade,1,,0,0,0,0,0,0,0
2416,B18-10296,7/20/2018 0:00,1,34.13269,-119.36993,Outer Shelf,23.28776249,East Santa Barbara Channel,Stick/Branch/Driftwood,2,,0,0,0,0,2,0,0
2417,B18-10297,7/20/2018 0:00,1,34.12282,-119.3313,Outer Shelf,23.28776249,East Santa Barbara Channel,Fishing Gear,1,hook,0,0,0,0,0,0,1
2418,B18-10297,7/20/2018 0:00,1,34.12282,-119.3313,Outer Shelf,23.28776249,East Santa Barbara Channel,Fishing Line/Net,1,monofilament,1,0,0,0,0,0,1
2419,B18-10297,7/20/2018 0:00,1,34.12282,-119.3313,Outer Shelf,23.28776249,East Santa Barbara Channel,Kelp Stipe/Blade,6,,0,0,0,0,0,0,0
2420,B18-10297,7/20/2018 0:00,1,34.12282,-119.3313,Outer Shelf,23.28776249,East Santa Barbara Channel,Rock,3,,0,0,0,0,0,0,0
2421,B18-10297,7/20/2018 0:00,1,34.12282,-119.3313,Outer Shelf,23.28776249,East Santa Barbara Channel,Seagrass,5,,0,0,0,0,0,0,0
2422,B18-10297,7/20/2018 0:00,1,34.12282,-119.3313,Outer Shelf,23.28776249,East Santa Barbara Channel,Stick/Branch/Driftwood,3,stick,0,0,0,0,3,0,0
2423,B18-10307,8/17/2018 0:00,1,33.95713,-118.59299,Outer Shelf,23.28776249,Santa Monica Bay,Kelp Stipe/Blade,1,Cystoseira,0,0,0,0,0,0,0
2424,B18-10310,8/16/2018 0:00,1,33.76748,-118.45901,Mid Shelf,67.32610042,Santa Monica Bay,Kelp Stipe/Blade,1,Macrocystis,0,0,0,0,0,0,0
2425,B18-10310,8/16/2018 0:00,1,33.76748,-118.45901,Mid Shelf,67.32610042,Santa Monica Bay,Rock,2,,0,0,0,0,0,0,0
2426,B18-10325,7/18/2018 0:00,1,34.26184,-119.80546,Upper Slope,125.2249344,East Santa Barbara Channel,Food Bag/Wrapper,1,,1,0,0,0,0,0,1
2427,B18-10325,7/18/2018 0:00,1,34.26184,-119.80546,Upper Slope,125.2249344,East Santa Barbara Channel,Stick/Branch/Driftwood,1,,0,0,0,0,1,0,0
2428,B18-10328,7/18/2018 0:00,1,34.2521,-119.83736,Upper Slope,125.2249344,East Santa Barbara Channel,Kelp Stipe/Blade,1,,0,0,0,0,0,0,0
2429,B18-10328,7/18/2018 0:00,1,34.2521,-119.83736,Upper Slope,125.2249344,East Santa Barbara Channel,Other Misc. (comment req.),1,String,0,0,1,0,0,0,1
2430,B18-10328,7/18/2018 0:00,1,34.2521,-119.83736,Upper Slope,125.2249344,East Santa Barbara Channel,Seagrass,3,,0,0,0,0,0,0,0
2431,B18-10332,7/18/2018 0:00,1,34.17079,-119.79362,Upper Slope,125.2249344,East Santa Barbara Channel,Other Marine (comment req.),10,Tar balls,0,0,0,0,0,0,0
2432,B18-10332,7/18/2018 0:00,1,34.17079,-119.79362,Upper Slope,125.2249344,East Santa Barbara Channel,Seagrass,-88,,0,0,0,0,0,0,0
2433,B18-10332,7/18/2018 0:00,1,34.17079,-119.79362,Upper Slope,125.2249344,East Santa Barbara Channel,Stick/Branch/Driftwood,1,,0,0,0,0,1,0,0
2434,B18-10333,7/18/2018 0:00,1,34.15832,-119.82782,Upper Slope,125.2249344,East Santa Barbara Channel,Kelp Holdfast,1,,0,0,0,0,0,0,0
2435,B18-10333,7/18/2018 0:00,1,34.15832,-119.82782,Upper Slope,125.2249344,East Santa Barbara Channel,Kelp Stipe/Blade,3,,0,0,0,0,0,0,0
2436,B18-10333,7/18/2018 0:00,1,34.15832,-119.82782,Upper Slope,125.2249344,East Santa Barbara Channel,Stick/Branch/Driftwood,2,,0,0,0,0,2,0,0
2437,B18-10338,7/19/2018 0:00,1,34.11827,-119.62886,Upper Slope,125.2249344,East Santa Barbara Channel,Cap/Lid,1,,1,0,0,0,0,0,1
2438,B18-10338,7/19/2018 0:00,1,34.11827,-119.62886,Upper Slope,125.2249344,East Santa Barbara Channel,Clothing,1,shirt sleeve,0,0,0,0,0,1,1
2439,B18-10338,7/19/2018 0:00,1,34.11827,-119.62886,Upper Slope,125.2249344,East Santa Barbara Channel,Kelp Holdfast,1,Macrocystis,0,0,0,0,0,0,0
2440,B18-10338,7/19/2018 0:00,1,34.11827,-119.62886,Upper Slope,125.2249344,East Santa Barbara Channel,Other Plastic (comment req.),1,plastic label,1,0,0,0,0,0,1
2441,B18-10338,7/19/2018 0:00,1,34.11827,-119.62886,Upper Slope,125.2249344,East Santa Barbara Channel,Plastic Piece (unid.),1,,1,0,0,0,0,0,1
2442,B18-10338,7/19/2018 0:00,1,34.11827,-119.62886,Upper Slope,125.2249344,East Santa Barbara Channel,Rag/Cloth,1,,0,0,0,0,0,1,1
2443,B18-10339,7/16/2018 0:00,1,34.04155,-119.19747,Upper Slope,125.2249344,Hueneme to Dume,Rock,1,,0,0,0,0,0,0,0
2444,B18-10339,7/16/2018 0:00,1,34.04155,-119.19747,Upper Slope,125.2249344,Hueneme to Dume,Stick/Branch/Driftwood,1,,0,0,0,0,1,0,0
2445,B18-10340,7/16/2018 0:00,1,34.03852,-119.12566,Upper Slope,125.2249344,Hueneme to Dume,None,0,No debris present,0,0,0,0,0,0,0
2446,B18-10342,9/4/2018 0:00,3,33.90613,-118.66631,Upper Slope,125.2249344,Santa Monica Bay,Gorgonian Sea Fan (dead),1,,0,0,0,0,0,0,0
2447,B18-10342,9/4/2018 0:00,3,33.90613,-118.66631,Upper Slope,125.2249344,Santa Monica Bay,Seagrass,1,,0,0,0,0,0,0,0
2448,B18-10343,8/16/2018 0:00,1,33.69417,-118.34703,Upper Slope,125.2249344,Palos Verdes Shelf,Kelp Holdfast,1,Macrocystis,0,0,0,0,0,0,0
2449,B18-10343,8/16/2018 0:00,1,33.69417,-118.34703,Upper Slope,125.2249344,Palos Verdes Shelf,Other Misc. (comment req.),1,rope,0,0,1,0,0,0,1
2450,B18-10343,8/16/2018 0:00,1,33.69417,-118.34703,Upper Slope,125.2249344,Palos Verdes Shelf,Rock,9,,0,0,0,0,0,0,0
2451,B18-10949,7/19/2018 0:00,1,34.247,-119.68242,Outer Shelf,23.28776249,Hueneme to Dume,Food Bag/Wrapper,2,"potato bag, clear wrapper",2,0,0,0,0,0,1
2452,B18-10949,7/19/2018 0:00,1,34.247,-119.68242,Outer Shelf,23.28776249,Hueneme to Dume,Leaves/Seed Pod,3,,0,0,0,0,0,0,0
2453,B18-10949,7/19/2018 0:00,1,34.247,-119.68242,Outer Shelf,23.28776249,Hueneme to Dume,Other Plastic (comment req.),1,hagfish trap bucket,1,0,0,0,0,0,1
2454,B18-10949,7/19/2018 0:00,1,34.247,-119.68242,Outer Shelf,23.28776249,Hueneme to Dume,Seagrass,1,,0,0,0,0,0,0,0
2455,B18-11000,7/17/2018 0:00,1,34.22874,-119.81929,Upper Slope,125.2249344,Hueneme to Dume,Food Bag/Wrapper,1,,1,0,0,0,0,0,1
2456,B18-11000,7/17/2018 0:00,1,34.22874,-119.81929,Upper Slope,125.2249344,Hueneme to Dume,Kelp Holdfast,1,Macrocystis,0,0,0,0,0,0,0
2457,B18-11000,7/17/2018 0:00,1,34.22874,-119.81929,Upper Slope,125.2249344,Hueneme to Dume,Kelp Stipe/Blade,3,Macrocystis,0,0,0,0,0,0,0
2458,B18-11000,7/17/2018 0:00,1,34.22874,-119.81929,Upper Slope,125.2249344,Hueneme to Dume,Seagrass,2,,0,0,0,0,0,0,0
2459,B18-11000,7/17/2018 0:00,1,34.22874,-119.81929,Upper Slope,125.2249344,Hueneme to Dume,Stick/Branch/Driftwood,1,,0,0,0,0,1,0,0
2460,B18-10321,7/31/2018 0:00,1,34.36301,-120.01353,Upper Slope,125.2249344,West Santa Barbara Channel,None,0,None,0,0,0,0,0,0,0
2461,B18-10322,8/1/2018 0:00,1,34.3446,-120.3675,Upper Slope,125.2249344,West Santa Barbara Channel,Foliose Algae - not kelp,3,,0,0,0,0,0,0,0
2462,B18-10242,8/2/2018 0:00,1,34.42325,-120.05743,Mid Shelf,67.32610042,West Santa Barbara Channel,Kelp Stipe/Blade,3,Partial blades,0,0,0,0,0,0,0
2463,B18-10241,8/2/2018 0:00,1,34.43576,-120.23716,Mid Shelf,67.32610042,West Santa Barbara Channel,None,0,None,0,0,0,0,0,0,0
2464,B18-10279,8/2/2018 0:00,2,34.41861,-120.21385,Outer Shelf,23.28776249,West Santa Barbara Channel,None,0,"abundance of red crab, abandoned station",0,0,0,0,0,0,0
2465,B18-10838,8/28/2018 0:00,2,34.4126,-119.89586,Inner Shelf,40.43039795,West Santa Barbara Channel,Kelp Stipe/Blade,0,blade,0,0,0,0,0,0,0
2466,B18-10334,9/25/2018 0:00,1,34.14988,-120.12125,Upper Slope,125.2249344,West Santa Barbara Channel,Kelp Stipe/Blade,-99,Low estimated weight,0,0,0,0,0,0,0
2467,B18-10334,9/25/2018 0:00,1,34.14988,-120.12125,Upper Slope,125.2249344,West Santa Barbara Channel,Seagrass,-99,Low estimated weight; Eelgrass blades probably greater than 10 count,0,0,0,0,0,0,0
2468,B18-10327,9/25/2018 0:00,2,34.25798,-120.2615,Upper Slope,125.2249344,West Santa Barbara Channel,Kelp Stipe/Blade,-99,Low estimated weight,0,0,0,0,0,0,0
2469,B18-10327,9/25/2018 0:00,2,34.25798,-120.2615,Upper Slope,125.2249344,West Santa Barbara Channel,Seagrass,-99,Low estimated weight; Eelgrass blades probably greater than 10 count,0,0,0,0,0,0,0
2470,B18-10327,9/25/2018 0:00,2,34.25798,-120.2615,Upper Slope,125.2249344,West Santa Barbara Channel,Other Terrestrial (comment req.),1,About a 5 cm section from a Coreopsis gigantea stem decomposing (island debris); Low estimated weight,0,0,0,0,0,0,0
2471,B18-10228,8/14/2018 0:00,2,33.61865997,-118.0413437,Inner Shelf,40.43039795,San Pedro Shelf,None,0,No debris present,0,0,0,0,0,0,0
2472,B18-10260,8/14/2018 0:00,1,33.60198975,-118.0563965,Mid Shelf,67.32610042,San Pedro Shelf,None,0,No debris present,0,0,0,0,0,0,0
2473,B18-10227,8/14/2018 0:00,1,33.62779999,-117.9871292,Inner Shelf,40.43039795,San Pedro Shelf,None,0,No debris present,0,0,0,0,0,0,0
2474,B18-10225,8/15/2018 0:00,1,33.65961838,-118.1306763,Inner Shelf,40.43039795,San Pedro Shelf,Kelp Holdfast,1,,0,0,0,0,0,0,0
2475,B18-10225,8/15/2018 0:00,1,33.65961838,-118.1306763,Inner Shelf,40.43039795,San Pedro Shelf,Kelp Stipe/Blade,3,,0,0,0,0,0,0,0
2476,B18-10867,8/15/2018 0:00,1,33.65991974,-118.0550537,Inner Shelf,40.43039795,Orange Shelf,None,0,No debris present,0,0,0,0,0,0,0
2477,B18-10313,8/15/2018 0:00,1,33.56816864,-118.024353,Outer Shelf,23.28776249,San Pedro Channel,None,0,No debris present,0,0,0,0,0,0,0
2478,B18-10258,8/16/2018 0:00,1,33.64812088,-118.1490936,Mid Shelf,67.32610042,San Pedro Shelf,Kelp Stipe/Blade,4,,0,0,0,0,0,0,0
2479,B18-10258,8/16/2018 0:00,1,33.64812088,-118.1490936,Mid Shelf,67.32610042,San Pedro Shelf,Other Misc. (comment req.),1,Rope (1 feet) - Photo w/one cotton glove,0,0,1,0,0,0,1
2480,B18-10914,8/16/2018 0:00,1,33.61119843,-118.2223816,Mid Shelf,67.32610042,San Pedro Shelf,None,0,No debris present,0,0,0,0,0,0,0
2481,B18-10262,8/16/2018 0:00,1,33.59503174,-118.1944809,Mid Shelf,67.32610042,San Pedro Shelf,Kelp Stipe/Blade,2,,0,0,0,0,0,0,0
2482,B18-10222,8/20/2018 0:00,1,33.71036911,-118.2216797,Inner Shelf,40.43039795,San Pedro Shelf,Kelp Stipe/Blade,8,,0,0,0,0,0,0,0
2483,B18-10220,8/20/2018 0:00,1,33.73345184,-118.1221237,Inner Shelf,40.43039795,San Pedro Shelf,None,0,No debris present,0,0,0,0,0,0,0
2484,B18-10223,8/20/2018 0:00,1,33.70500946,-118.1920471,Inner Shelf,40.43039795,San Pedro Shelf,Kelp Stipe/Blade,20,,0,0,0,0,0,0,0
2485,B18-10913,8/21/2018 0:00,1,33.63544846,-118.199852,Mid Shelf,67.32610042,San Pedro Shelf,Kelp Holdfast,3,,0,0,0,0,0,0,0
2486,B18-10913,8/21/2018 0:00,1,33.63544846,-118.199852,Mid Shelf,67.32610042,San Pedro Shelf,Kelp Stipe/Blade,24,,0,0,0,0,0,0,0
2487,B18-10226,8/21/2018 0:00,1,33.64360046,-118.0789719,Inner Shelf,40.43039795,San Pedro Shelf,Plastic Piece (unid.),1,,1,0,0,0,0,0,1
2488,B18-10226,8/21/2018 0:00,1,33.64360046,-118.0789719,Inner Shelf,40.43039795,San Pedro Shelf,Kelp Stipe/Blade,4,,0,0,0,0,0,0,0
2489,B18-10915,8/21/2018 0:00,1,33.6009903,-118.0717926,Outer Shelf,23.28776249,San Pedro Shelf,Kelp Stipe/Blade,4,,0,0,0,0,0,0,0
2490,B18-10314,8/22/2018 0:00,1,33.54776001,-117.8522797,Upper Slope,125.2249344,Orange Shelf,Other Plastic (comment req.),2,1 Pipe - 6 inch diameter and 8.5 feet / 1 Broken container 48 x 20 x 18 inches (length x width x height),2,0,0,0,0,0,1
2491,B18-10314,8/22/2018 0:00,1,33.54776001,-117.8522797,Upper Slope,125.2249344,Orange Shelf,Kelp Stipe/Blade,3,,0,0,0,0,0,0,0
2492,B18-10973,8/22/2018 0:00,1,33.59194183,-118.0795212,Outer Shelf,23.28776249,San Pedro Channel,None,0,No debris present,0,0,0,0,0,0,0
2493,B18-10346,9/25/2018 0:00,1,33.53673172,-117.847847,Upper Slope,125.2249344,Orange Slope,Other Plastic (comment req.),1,Plastic container,2,0,0,0,0,0,1
2494,B18-10346,9/25/2018 0:00,1,33.53673172,-117.847847,Upper Slope,125.2249344,Orange Slope,Lumber,2,Wood pieces,0,0,0,0,2,0,0
2495,B18-10344,9/25/2018 0:00,2,33.55598831,-118.0215988,Upper Slope,125.2249344,Orange Slope,None,0,No debris present,0,0,0,0,0,0,0
2496,B18-10345,9/26/2018 0:00,1,33.55551147,-118.1147308,Upper Slope,125.2249344,Orange Slope,None,0,No debris present,0,0,0,0,0,0,0
2497,B18-10862,9/26/2018 0:00,1,33.68928909,-118.1919327,Inner Shelf,40.43039795,Orange Shelf,Kelp Holdfast,7,,0,0,0,0,0,0,0
2498,B18-10862,9/26/2018 0:00,1,33.68928909,-118.1919327,Inner Shelf,40.43039795,Orange Shelf,Kelp Stipe/Blade,31,,0,0,0,0,0,0,0
2499,B18-10862,9/26/2018 0:00,1,33.68928909,-118.1919327,Inner Shelf,40.43039795,Orange Shelf,Other Misc. (comment req.),1,Excess ball fishing line,1,0,0,0,0,0,1
2500,B18-10068,7/10/2018 0:00,2,33.45762911,-117.6913958,Marinas,0,Dana Point Harbor,Bottle,1,,1,0,0,0,0,0,1
2501,B18-10068,7/10/2018 0:00,2,33.45762911,-117.6913958,Marinas,0,Dana Point Harbor,Kelp Holdfast,4,,0,0,0,0,0,0,0
2502,B18-10068,7/10/2018 0:00,2,33.45762911,-117.6913958,Marinas,0,Dana Point Harbor,Foliose Algae - not kelp,6,,0,0,0,0,0,0,0
2503,B18-10068,7/10/2018 0:00,2,33.45762911,-117.6913958,Marinas,0,Dana Point Harbor,Seagrass,5,,0,0,0,0,0,0,0
2504,B18-10071,7/11/2018 0:00,1,33.20810109,-117.3969019,Marinas,0,Oceanside Harbor,Foliose Algae - not kelp,-88,,0,0,0,0,0,0,0
2505,B18-10071,7/11/2018 0:00,1,33.20810109,-117.3969019,Marinas,0,Oceanside Harbor,Kelp Holdfast,3,,0,0,0,0,0,0,0
2506,B18-10071,7/11/2018 0:00,1,33.20810109,-117.3969019,Marinas,0,Oceanside Harbor,Kelp Stipe/Blade,-88,,0,0,0,0,0,0,0
2507,B18-10016,7/13/2018 0:00,1,32.78485,-117.24055,Bays,0.269230769,Mission Bay,Foliose Algae - not kelp,-88,,0,0,0,0,0,0,0
2508,B18-10016,7/13/2018 0:00,1,32.78485,-117.24055,Bays,0.269230769,Mission Bay,Seagrass,-88,lots of epiphytes,0,0,0,0,0,0,0
2509,B18-10016,7/13/2018 0:00,2,32.78485,-117.24055,Bays,0.269230769,Mission Bay,None,0,no debris present in sample,0,0,0,0,0,0,0
2510,B18-10017,7/13/2018 0:00,1,32.78401,-117.2155,Bays,0.269230769,Mission Bay,Foliose Algae - not kelp,-88,,0,0,0,0,0,0,0
2511,B18-10017,7/13/2018 0:00,1,32.78401,-117.2155,Bays,0.269230769,Mission Bay,Kelp Stipe/Blade,6,,0,0,0,0,0,0,0
2512,B18-10017,7/13/2018 0:00,1,32.78401,-117.2155,Bays,0.269230769,Mission Bay,Seagrass,-88,,0,0,0,0,0,0,0
2513,B18-10019,7/13/2018 0:00,1,32.76793,-117.24142,Bays,0.269230769,Mission Bay,Foliose Algae - not kelp,-88,,0,0,0,0,0,0,0
2514,B18-10019,7/13/2018 0:00,1,32.76793,-117.24142,Bays,0.269230769,Mission Bay,Kelp Stipe/Blade,1,,0,0,0,0,0,0,0
2515,B18-10019,7/13/2018 0:00,1,32.76793,-117.24142,Bays,0.269230769,Mission Bay,Seagrass,-88,,0,0,0,0,0,0,0
2516,B18-10022,7/23/2018 0:00,1,32.72435424,-117.1829514,Bays,0.269230769,San Diego Bay,Kelp Stipe/Blade,2,blade,0,0,0,0,0,0,0
2517,B18-10022,7/23/2018 0:00,1,32.72435424,-117.1829514,Bays,0.269230769,San Diego Bay,Seagrass,2,,0,0,0,0,0,0,0
2518,B18-10023,7/23/2018 0:00,1,32.71750433,-117.2155607,Bays,0.269230769,San Diego Bay,None,0,no debris present in sample,0,0,0,0,0,0,0
2519,B18-10024,7/23/2018 0:00,1,32.7148,-117.18302,Bays,0.269230769,San Diego Bay,None,0,no debris present in sample,0,0,0,0,0,0,0
2520,B18-10030,7/23/2018 0:00,1,32.68800855,-117.2299528,Bays,0.269230769,San Diego Bay,Kelp Holdfast,1,,0,0,0,0,0,0,0
2521,B18-10030,7/23/2018 0:00,1,32.68800855,-117.2299528,Bays,0.269230769,San Diego Bay,Kelp Stipe/Blade,-88,,0,0,0,0,0,0,0
2522,B18-10030,7/23/2018 0:00,1,32.68800855,-117.2299528,Bays,0.269230769,San Diego Bay,Foliose Algae - not kelp,1,red algae,0,0,0,0,0,0,0
2523,B18-10030,7/23/2018 0:00,1,32.68800855,-117.2299528,Bays,0.269230769,San Diego Bay,Seagrass,12,,0,0,0,0,0,0,0
2524,B18-10030,7/23/2018 0:00,1,32.68800855,-117.2299528,Bays,0.269230769,San Diego Bay,Other Marine (comment req.),12,empty tubes; some shell hash,0,0,0,0,0,0,0
2525,B18-10030,7/23/2018 0:00,2,32.68800855,-117.2299528,Bays,0.269230769,San Diego Bay,Kelp Stipe/Blade,-88,,0,0,0,0,0,0,0
2526,B18-10034,7/24/2018 0:00,1,32.66518062,-117.1499572,Bays,0.269230769,San Diego Bay,None,0,no debris present in sample,0,0,0,0,0,0,0
2527,B18-10036,7/24/2018 0:00,1,32.65847001,-117.1447356,Bays,0.269230769,San Diego Bay,Foliose Algae - not kelp,-88,red algae,0,0,0,0,0,0,0
2528,B18-10037,7/24/2018 0:00,1,32.64755,-117.11819,Bays,0.269230769,San Diego Bay,Foliose Algae - not kelp,-88,red algae,0,0,0,0,0,0,0
2529,B18-10037,7/24/2018 0:00,1,32.64755,-117.11819,Bays,0.269230769,San Diego Bay,Seagrass,-88,eelgrass,0,0,0,0,0,0,0
2530,B18-10039,7/24/2018 0:00,1,32.64157944,-117.139037,Bays,0.269230769,San Diego Bay,Foliose Algae - not kelp,-88,red algae with epiphytic bryozoans,0,0,0,0,0,0,0
2531,B18-10039,7/24/2018 0:00,1,32.64157944,-117.139037,Bays,0.269230769,San Diego Bay,Seagrass,-88,eelgrass,0,0,0,0,0,0,0
2532,B18-10039,7/24/2018 0:00,1,32.64157944,-117.139037,Bays,0.269230769,San Diego Bay,Other Marine (comment req.),4,empty Musculista,0,0,0,0,0,0,0
2533,B18-10038,7/25/2018 0:00,1,32.64283,-117.12626,Bays,0.269230769,San Diego Bay,Foliose Algae - not kelp,-88,red algae,0,0,0,0,0,0,0
2534,B18-10038,7/25/2018 0:00,1,32.64283,-117.12626,Bays,0.269230769,San Diego Bay,Seagrass,-88,,0,0,0,0,0,0,0
2535,B18-10042,7/25/2018 0:00,1,32.62567,-117.11086,Bays,0.269230769,San Diego Bay,Foliose Algae - not kelp,-88,,0,0,0,0,0,0,0
2536,B18-10042,7/25/2018 0:00,1,32.62567,-117.11086,Bays,0.269230769,San Diego Bay,Seagrass,-88,lots of epiphytes on eelgrass,0,0,0,0,0,0,0
